timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
28356362,28354816,0.15435775,0.00030717315,-1.8259637,7.182247,0.05158001,4.905503,0
28376149,28374792,0.15759543,0.00024305156,-1.0067034,6.1997676,0.018162897,4.873483,0
28396511,28394800,0.16146706,0.00020190532,-1.4618461,5.86677,0.040472664,4.847593,0
28416404,28414846,0.16249475,0.00017421416,-0.46286052,5.6182523,0.0042369813,4.807443,0
28435980,28434812,0.16076365,0.00015260298,0.87227654,5.4884167,0.0154034775,4.771794,0
28456001,28454826,0.16261251,0.00013430046,-1.0061877,5.4222736,0.020745985,4.737435,0
28476011,28474835,0.16190806,0.000119870885,0.42718208,5.3079057,0.0038199732,4.6971736,0
28496053,28494844,0.16597046,0.00010744543,-2.6377208,5.240594,0.14751448,4.707932,0
28516248,28514852,0.16729943,9.7969336e-05,-0.9807542,5.163547,0.020698063,4.6719003,0
28536264,28534861,0.16680999,8.989246e-05,0.38849413,5.0919323,0.0032933948,4.6313014,0
28556579,28554871,0.17154327,8.252959e-05,-3.9166136,5.0447636,0.33786106,4.7076507,0
28576681,28574931,0.17080076,7.6884775e-05,0.70224094,5.0535893,0.0108425105,4.6702137,0
28596122,28594886,0.17482686,7.153459e-05,-3.897997,5.0198326,0.33631888,4.743767,0
28616095,28614895,0.17435658,6.7256864e-05,0.51046443,5.045837,0.0057379296,4.7039785,0
28636056,28634903,0.1779304,6.318992e-05,-3.963006,5.007102,0.34851423,4.7796564,0
28656147,28654912,0.17842197,5.978884e-05,-0.5986798,5.051946,0.007882936,4.7357864,0
28676214,28674921,0.18041603,5.6650344e-05,-2.514522,4.998573,0.14054725,4.734232,0
28696310,28694932,0.18178761,5.3826025e-05,-1.8202441,4.983083,0.0738786,4.709066,0
28716236,28714938,0.18293859,5.127269e-05,-1.6000401,4.9440327,0.057535764,4.6782045,0
28736309,28734947,0.18434344,4.8989517e-05,-2.055115,4.8967113,0.09583523,4.6586037,0
28756618,28754956,0.18557765,4.6952628e-05,-1.90433,4.861199,0.08288931,4.6341114,0
28776312,28774965,0.18677329,4.5108827e-05,-1.9313519,4.8240423,0.08591504,4.6098022,0
28796260,28794974,0.18782131,4.343478e-05,-1.7697769,4.7880025,0.07268423,4.5809984,0
28816782,28814981,0.18868512,4.191317e-05,-1.5233561,4.7478533,0.05430791,4.546795,0
28836330,28834990,0.19028921,4.049136e-05,-2.9135246,4.707012,0.20037778,4.5549016,0
28856195,28855028,0.19139488,3.919144e-05,-2.0998192,4.706563,0.10409202,4.532625,0
28876339,28875008,0.1917645,3.8003396e-05,-0.7316855,4.6749177,0.012724256,4.489363,0
28896307,28895017,0.19289188,3.6880774e-05,-2.2835898,4.6266246,0.12523608,4.472175,0
28916395,28915025,0.19403076,3.5823672e-05,-2.3713799,4.604767,0.13569133,4.456868,0
28936398,28935033,0.19492745,3.483161e-05,-1.9227673,4.584447,0.089603305,4.4285603,0
28956250,28955041,0.1958191,3.3892306e-05,-1.9576395,4.5519485,0.09354607,4.400754,0
28976147,28975050,0.196654,3.3003176e-05,-1.8771756,4.51998,0.086622514,4.3708663,0
28996134,28995059,0.19775254,3.2150907e-05,-2.5133448,4.4874115,0.15641043,4.35773,0
29016256,29015068,0.1985241,3.1341595e-05,-1.8079132,4.4709525,0.08122928,4.325679,0
29036305,29035127,0.19937104,3.056511e-05,-2.0178952,4.4362793,0.101984896,4.2977986,0
29056422,29055093,0.20062678,2.9809724e-05,-3.02327,4.4074254,0.23042327,4.3010416,0
29076392,29075093,0.20123166,2.9092349e-05,-1.494184,4.4078383,0.056278177,4.26333,0
29096509,29095102,0.2021393,2.8398352e-05,-2.2689826,4.368268,0.13095152,4.2402325,0
29116774,29115111,0.20317501,2.7722683e-05,-2.6165605,4.344342,0.17510357,4.226491,0
29136332,29135119,0.20396969,2.7068829e-05,-2.037096,4.329364,0.10650167,4.197005,0
29156259,29155142,0.20469163,2.6434105e-05,-1.8713925,4.298576,0.09052377,4.164283,0
29176319,29175136,0.20583597,2.5811178e-05,-2.9825647,4.26559,0.2317171,4.1612415,0
29196230,29195145,0.20706315,2.5203983e-05,-3.2380867,4.262317,0.27333087,4.1665874,0
29216310,29215154,0.20813124,2.4614577e-05,-2.8617706,4.2672048,0.21324737,4.156392,0
29236531,29235163,0.20930265,2.4038516e-05,-3.170617,4.256861,0.262395,4.156003,0
29256504,29255170,0.21054596,2.3477915e-05,-3.4105892,4.2561245,0.30367008,4.1635475,0
29276517,29275180,0.21202554,2.2932738e-05,-4.118743,4.2634354,0.44210675,4.2026553,0
29296581,29295193,0.21329066,2.2412325e-05,-3.6197238,4.301179,0.33847055,4.214348,0
29316377,29315208,0.21449998,2.1915761e-05,-3.5452971,4.310798,0.3239702,4.2208147,0
29336296,29335205,0.21622284,2.1434647e-05,-5.133934,4.316538,0.6784573,4.3129964,0
29356503,29355214,0.21745118,2.0983773e-05,-3.8190265,4.4066973,0.3677474,4.3252563,0
29376413,29375263,0.21883862,2.0553227e-05,-4.41825,4.416916,0.49106494,4.364846,0
29396405,29395231,0.22031882,2.0138914e-05,-4.825225,4.455725,0.5805962,4.4240675,0
29416570,29415241,0.22156389,1.9752246e-05,-4.2257757,4.5117927,0.43976557,4.44649,0
29436579,29435248,0.2227625,1.9382169e-05,-4.1666155,4.5325375,0.4255817,4.463415,0
29456497,29455258,0.2241527,1.902954e-05,-4.95723,4.5472984,0.60045743,4.520109,0
29476608,29475266,0.22521996,1.8694212e-05,-3.9247983,4.602398,0.37188444,4.520858,0
29496458,29495277,0.22672038,1.8371844e-05,-5.625162,4.6014156,0.76407516,4.6141443,0
29516360,29515283,0.22813869,1.8071727e-05,-5.5618324,4.6920485,0.73253906,4.6970997,0
29536367,29535293,0.22931124,1.7787926e-05,-4.7669773,4.773361,0.5289558,4.726744,0
29556398,29555300,0.22931124,1.7792929e-05,-6.994096,4.80131,1.1320376,4.9246325,0
29576497,29575309,0.23086803,1.7527556e-05,-6.6950808,5.0005984,0.9959721,5.0748234,0
29596679,29595318,0.23234464,1.7281833e-05,-6.691266,5.148449,0.9662682,5.2159843,0
29616723,29615326,0.23358028,1.7054324e-05,-5.892227,5.2870965,0.72962415,5.288743,0
29636642,29635335,0.23451921,1.6837408e-05,-4.613786,5.358449,0.44140103,5.28631,0
29656739,29655343,0.23551731,1.662909e-05,-5.0003223,5.354124,0.51887774,5.299643,0
29676643,29675360,0.23630437,1.6427693e-05,-4.0132117,5.366229,0.33348203,5.2718153,0
29696594,29695361,0.23693356,1.6230844e-05,-3.2354321,5.3373766,0.21791857,5.2261925,0
29716474,29715369,0.23786414,1.603871e-05,-4.820741,5.290429,0.48808363,5.2272215,0
29736543,29735378,0.23883088,1.585214e-05,-5.080288,5.290392,0.5420587,5.238084,0
29756601,29755429,0.23953748,1.5671842e-05,-3.7788353,5.3000216,0.29936138,5.2008324,0
29776702,29775401,0.24049492,1.549445e-05,-5.142759,5.262051,0.55846345,5.211403,0
29796706,29795403,0.24128738,1.532361e-05,-4.3388376,5.2712045,0.39682078,5.1878414,0
29816755,29815412,0.24219875,1.51571285e-05,-5.041026,5.2465353,0.53817403,5.190066,0
29837006,29835421,0.24328868,1.4994414e-05,-6.0969095,5.2481184,0.7869975,5.2466364,0
