timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
25760057,5.1788087,3.3322265,1,0,1,0,1,0,0
25770287,5.1755857,3.3596191,1,0,1,0,1,0,0
25780055,5.1884766,3.345117,1,0,1,0,1,0,0
25790249,5.1691403,3.3402832,1,0,1,0,1,0,0
25800054,5.1836424,3.338672,1,0,1,0,1,0,0
25810099,5.1836424,3.3338377,1,0,1,0,1,0,0
25820053,5.2497067,3.3370605,1,0,1,0,1,0,0
25830096,5.2497067,3.3580077,1,0,1,0,1,0,0
25840053,5.240039,3.3370605,1,0,1,0,1,0,0
25850096,5.2464843,3.325781,1,0,1,0,1,0,0
25860060,5.2609863,3.3580077,1,0,1,0,1,0,0
25870133,5.21748,3.3354492,1,0,1,0,1,0,0
25880074,5.157861,3.3322265,1,0,1,0,1,0,0
25890116,5.167529,3.3370605,1,0,1,0,1,0,0
25900059,5.1788087,3.3354492,1,0,1,0,1,0,0
25910096,5.182031,3.3580077,1,0,1,0,1,0,0
25920078,5.1691403,3.3370605,1,0,1,0,1,0,0
25930097,5.2497067,3.364453,1,0,1,0,1,0,0
25940081,5.2480955,3.345117,1,0,1,0,1,0,0
25950101,5.243262,3.3580077,1,0,1,0,1,0,0
25960084,5.2497067,3.3402832,1,0,1,0,1,0,0
25970097,5.259375,3.3370605,1,0,1,0,1,0,0
25980091,5.2142577,3.3273926,1,0,1,0,1,0,0
25990127,5.1852536,3.3338377,1,0,1,0,1,0,0
26000092,5.1836424,3.3580077,1,0,1,0,1,0,0
26010205,5.1755857,3.3338377,1,0,1,0,1,0,0
26020447,5.1884766,3.3402832,1,0,1,0,1,0,0
26030192,5.1755857,3.3322265,1,0,1,0,1,0,0
26040441,5.2142577,3.3370605,1,0,1,0,1,0,0
26050159,5.2529297,3.3563964,1,0,1,0,1,0,0
26060142,5.2577634,3.3563964,1,0,1,0,1,0,0
26070129,5.2480955,3.338672,1,0,1,0,1,0,0
26080102,5.2609863,3.3596191,1,0,1,0,1,0,0
26090145,5.2577634,3.3612304,1,0,1,0,1,0,0
26100134,5.18042,3.3354492,1,0,1,0,1,0,0
26110181,5.1594725,3.3402832,1,0,1,0,1,0,0
26120099,5.1594725,3.3322265,1,0,1,0,1,0,0
26130194,5.1739745,3.3402832,1,0,1,0,1,0,0
26140066,5.1755857,3.3628418,1,0,1,0,1,0,0
26150135,5.2529297,3.3370605,1,0,1,0,1,0,0
26160056,5.2368164,3.3628418,1,0,1,0,1,0,0
26170126,5.2480955,3.3290038,1,0,1,0,1,0,0
26180057,5.244873,3.3322265,1,0,1,0,1,0,0
26190132,5.2497067,3.3370605,1,0,1,0,1,0,0
26200096,5.243262,3.3596191,1,0,1,0,1,0,0
26210092,5.1852536,3.3580077,1,0,1,0,1,0,0
26220096,5.1755857,3.3370605,1,0,1,0,1,0,0
26230092,5.1852536,3.3402832,1,0,1,0,1,0,0
26240054,5.1884766,3.3354492,1,0,1,0,1,0,0
26250099,5.1788087,3.3338377,1,0,1,0,1,0,0
26260088,5.2497067,3.3322265,1,0,1,0,1,0,0
26270093,5.243262,3.3338377,1,0,1,0,1,0,0
26280054,5.240039,3.3612304,1,0,1,0,1,0,0
26290099,5.244873,3.3596191,1,0,1,0,1,0,0
26300055,5.2625976,3.3402832,1,0,1,0,1,0,0
26310092,5.2464843,3.3354492,1,0,1,0,1,0,0
26320055,5.1836424,3.3596191,1,0,1,0,1,0,0
26330194,5.1836424,3.3322265,1,0,1,0,1,0,0
26340118,5.15625,3.3322265,1,0,1,0,1,0,0
26350095,5.167529,3.3418944,1,0,1,0,1,0,0
26360101,5.15625,3.3612304,1,0,1,0,1,0,0
26370097,5.240039,3.3596191,1,0,1,0,1,0,0
26380056,5.244873,3.3596191,1,0,1,0,1,0,0
26390099,5.244873,3.3612304,1,0,1,0,1,0,0
26400060,5.2464843,3.3354492,1,0,1,0,1,0,0
