timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
25758689,-0.10786979,0.020283652,-0.21495953
25769838,-0.09597545,0.020283652,-0.22124943
25781126,-0.101922624,0.017377837,-0.22124943
25792480,-0.10786979,0.020283652,-0.21181455
25803620,-0.09597545,0.020283652,-0.22124943
25814877,-0.101922624,0.020283652,-0.21495953
25826262,-0.09894903,0.017377837,-0.22124943
25837428,-0.101922624,0.020283652,-0.20552464
25848627,-0.101922624,0.020283652,-0.20866959
25859923,-0.101922624,0.020283652,-0.20866959
25871201,-0.10786979,0.017377837,-0.21810448
25882421,-0.09894903,0.020283652,-0.21495953
25893635,-0.09894903,0.020283652,-0.22124943
25904944,-0.1048962,0.020283652,-0.20866959
25916259,-0.09894903,0.023189472,-0.22124943
25927398,-0.1048962,0.023189472,-0.22439441
25938723,-0.09894903,0.023189472,-0.22124943
25949922,-0.1048962,0.020283652,-0.22439441
25961223,-0.09894903,0.020283652,-0.21495953
25972448,-0.09894903,0.023189472,-0.22124943
25983713,-0.101922624,0.023189472,-0.21181455
25994990,-0.09597545,0.020283652,-0.21810448
26006237,-0.101922624,0.020283652,-0.21495953
26017487,-0.09894903,0.020283652,-0.21495953
26028687,-0.09597545,0.023189472,-0.21810448
26040066,-0.1048962,0.017377837,-0.21810448
26051313,-0.09597545,0.020283652,-0.22124943
26062453,-0.09894903,0.020283652,-0.21810448
26073709,-0.09894903,0.020283652,-0.21181455
26085088,-0.09597545,0.020283652,-0.22439441
26096258,-0.09894903,0.020283652,-0.21181455
26107479,-0.09597545,0.020283652,-0.22124943
26118771,-0.09894903,0.020283652,-0.22124943
26130124,-0.09894903,0.017377837,-0.22124943
26141268,-0.09597545,0.020283652,-0.22439441
26152519,-0.09894903,0.020283652,-0.21495953
26163853,-0.09597545,0.020283652,-0.22124943
26175042,-0.09597545,0.020283652,-0.21495953
26186276,-0.09597545,0.020283652,-0.21810448
26197640,-0.093001865,0.023189472,-0.21810448
26208819,-0.09597545,0.020283652,-0.21181455
26220033,-0.093001865,0.023189472,-0.21810448
26231280,-0.09597545,0.023189472,-0.21495953
26242680,-0.09894903,0.023189472,-0.22124943
26253829,-0.09597545,0.02609529,-0.22124943
26265051,-0.101922624,0.023189472,-0.22124943
26276416,-0.09597545,0.023189472,-0.22124943
26287600,-0.09894903,0.023189472,-0.22439441
26298802,-0.09894903,0.023189472,-0.21810448
26310166,-0.093001865,0.023189472,-0.22753938
26321435,-0.09894903,0.023189472,-0.21810448
26332611,-0.090028286,0.023189472,-0.22124943
26343884,-0.093001865,0.023189472,-0.22124943
26355138,-0.093001865,0.020283652,-0.21495953
26366413,-0.093001865,0.023189472,-0.21181455
26377597,-0.09894903,0.020283652,-0.21495953
26388888,-0.09894903,0.020283652,-0.21495953
26400121,-0.09894903,0.020283652,-0.21810448
26411414,-0.09894903,0.020283652,-0.21495953
26422690,-0.101922624,0.020283652,-0.21495953
26433883,-0.09894903,0.017377837,-0.21495953
26445179,-0.09894903,0.020283652,-0.22124943
26456501,-0.09894903,0.020283652,-0.21495953
26467688,-0.09894903,0.020283652,-0.21810448
26478888,-0.09894903,0.023189472,-0.22124943
26490261,-0.1048962,0.023189472,-0.21495953
26501448,-0.09597545,0.023189472,-0.22124943
26512654,-0.09894903,0.023189472,-0.21495953
26523902,-0.101922624,0.020283652,-0.21495953
26535292,-0.101922624,0.023189472,-0.22124943
26546435,-0.101922624,0.020283652,-0.22124943
26557667,-0.09894903,0.020283652,-0.21495953
26569063,-0.101922624,0.023189472,-0.22124943
26580260,-0.101922624,0.020283652,-0.21181455
26591435,-0.09597545,0.023189472,-0.22753938
26602714,-0.09894903,0.020283652,-0.20866959
26614058,-0.09597545,0.020283652,-0.21181455
26625213,-0.09894903,0.020283652,-0.21495953
26636458,-0.09894903,0.020283652,-0.21181455
26647822,-0.09894903,0.020283652,-0.21810448
26659001,-0.1048962,0.017377837,-0.21495953
26670230,-0.09894903,0.017377837,-0.21810448
26681533,-0.09894903,0.017377837,-0.21495953
26692783,-0.101922624,0.020283652,-0.21181455
26704021,-0.101922624,0.020283652,-0.22753938
26715249,-0.1048962,0.020283652,-0.21495953
26726629,-0.09894903,0.020283652,-0.21495953
26737861,-0.101922624,0.023189472,-0.20866959
26749011,-0.101922624,0.023189472,-0.21181455
26760263,-0.101922624,0.023189472,-0.22124943
26771561,-0.10786979,0.023189472,-0.21495953
26782891,-0.101922624,0.023189472,-0.21810448
26794040,-0.1048962,0.023189472,-0.21181455
26805281,-0.101922624,0.023189472,-0.21495953
26816665,-0.101922624,0.023189472,-0.21810448
26827816,-0.1048962,0.023189472,-0.21810448
26839039,-0.101922624,0.02609529,-0.21181455
26850426,-0.101922624,0.023189472,-0.22124943
26861606,-0.101922624,0.02609529,-0.20866959
26872801,-0.09894903,0.02609529,-0.21810448
26884119,-0.101922624,0.02609529,-0.21495953
26895441,-0.09894903,0.023189472,-0.21810448
26906627,-0.09894903,0.02609529,-0.21810448
26917822,-0.101922624,0.02609529,-0.21810448
26929144,-0.09894903,0.02609529,-0.22124943
26940447,-0.101922624,0.023189472,-0.21181455
26951592,-0.09894903,0.02609529,-0.22439441
26962901,-0.101922624,0.023189472,-0.21810448
26974228,-0.09894903,0.023189472,-0.21495953
26985401,-0.09894903,0.023189472,-0.22124943
26996681,-0.101922624,0.02609529,-0.20866959
27007905,-0.09597545,0.02609529,-0.21181455
27019176,-0.09597545,0.02609529,-0.21495953
27030412,-0.09894903,0.02609529,-0.21495953
27041678,-0.09894903,0.02609529,-0.22124943
27052916,-0.101922624,0.023189472,-0.22124943
27064208,-0.09894903,0.02609529,-0.21810448
27075482,-0.101922624,0.02609529,-0.22124943
27086692,-0.101922624,0.02609529,-0.22439441
27098625,-0.1048962,0.02609529,-0.21495953
27109766,-0.101922624,0.02609529,-0.21495953
27120947,-0.09597545,0.029001106,-0.22124943
27132138,-0.101922624,0.02609529,-0.22124943
27143431,-0.09894903,0.029001106,-0.21495953
27154590,-0.101922624,0.029001106,-0.21495953
27165846,-0.101922624,0.02609529,-0.21495953
27177154,-0.101922624,0.02609529,-0.21495953
27188369,-0.10786979,0.023189472,-0.21810448
27199604,-0.101922624,0.02609529,-0.21810448
27210861,-0.101922624,0.02609529,-0.21495953
27222205,-0.101922624,0.02609529,-0.21810448
27233381,-0.101922624,0.02609529,-0.22124943
27244625,-0.101922624,0.023189472,-0.22124943
27255961,-0.09894903,0.023189472,-0.21810448
27267153,-0.101922624,0.02609529,-0.21495953
27278386,-0.101922624,0.023189472,-0.21495953
27289668,-0.09597545,0.02609529,-0.22439441
27300962,-0.101922624,0.02609529,-0.21810448
27312151,-0.09894903,0.02609529,-0.21810448
27323404,-0.101922624,0.02609529,-0.21810448
27334736,-0.101922624,0.02609529,-0.22124943
27345955,-0.09894903,0.02609529,-0.22124943
27357166,-0.101922624,0.023189472,-0.21810448
27368469,-0.09597545,0.023189472,-0.21810448
27379741,-0.09894903,0.023189472,-0.21181455
27390950,-0.09894903,0.02609529,-0.21810448
27402263,-0.09894903,0.02609529,-0.22124943
27413457,-0.09894903,0.02609529,-0.21495953
