timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
25753666,0.0,-0.0,3.0970082,0.0,0.022290368,0.0,0.0,0.9997515,0.0,0.0,-0.001,0,0,0,0,0
25773680,0.0,-0.0,3.0929954,0.0,0.024296232,0.0,0.0,0.9997048,0.0,0.0,-0.001,0,0,0,0,0
25793681,0.0,-0.0,3.0893571,0.0,0.02611479,0.0,0.0,0.999659,0.0,0.0,-0.001,0,0,0,0,0
25813691,0.0,-0.0,3.0872133,0.0,0.027186338,0.0,0.0,0.9996304,0.0,0.0,-0.001,0,0,0,0,0
25833698,0.0,-0.0,3.0868423,0.0,0.027371759,0.0,0.0,0.9996253,0.0,0.0,-0.001,0,0,0,0,0
25853707,0.0,-0.0,3.088177,0.0,0.02670467,0.0,0.0,0.9996434,0.0,0.0,-0.001,0,0,0,0,0
25873715,0.0,-0.0,3.0914485,0.0,0.025069427,0.0,0.0,0.9996857,0.0,0.0,-0.001,0,0,0,0,0
25893724,0.0,-0.0,3.0947914,0.0,0.023398487,0.0,0.0,0.99972624,0.0,0.0,-0.001,0,0,0,0,0
25913735,0.0,-0.0,3.096327,0.0,0.022630861,0.0,0.0,0.9997439,0.0,0.0,-0.001,0,0,0,0,0
25933760,0.0,-0.0,3.095468,0.0,0.023060262,0.0,0.0,0.99973404,0.0,0.0,-0.001,0,0,0,0,0
25953750,0.0,-0.0,3.0936906,0.0,0.023948722,0.0,0.0,0.9997132,0.0,0.0,-0.001,0,0,0,0,0
25973759,0.0,-0.0,3.0920546,0.0,0.024766495,0.0,0.0,0.9996933,0.0,0.0,-0.001,0,0,0,0,0
25993767,0.0,-0.0,3.090907,0.0,0.025340065,0.0,0.0,0.9996789,0.0,0.0,-0.001,0,0,0,0,0
