timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
25753666,nan,nan,nan,3.0970082,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25773680,nan,nan,nan,3.0929954,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25793681,nan,nan,nan,3.0893571,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25813691,nan,nan,nan,3.0872133,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25833698,nan,nan,nan,3.0868423,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25853707,nan,nan,nan,3.088177,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25873715,nan,nan,nan,3.0914485,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25893724,nan,nan,nan,3.0947914,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25913735,nan,nan,nan,3.096327,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25933760,nan,nan,nan,3.095468,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25953750,nan,nan,nan,3.0936906,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25973759,nan,nan,nan,3.0920546,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
25993767,nan,nan,nan,3.090907,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26013777,nan,nan,nan,3.089862,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26033784,nan,nan,nan,3.0891294,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26053802,nan,nan,nan,3.089324,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26073802,nan,nan,nan,3.090909,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26093810,nan,nan,nan,3.0931897,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26113818,nan,nan,nan,3.0951788,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26133832,nan,nan,nan,3.0957081,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26153900,nan,nan,nan,3.0943744,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26173848,nan,nan,nan,3.0916748,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26193854,nan,nan,nan,3.0888941,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26213861,nan,nan,nan,3.0866916,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26233870,nan,nan,nan,3.085218,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26253880,nan,nan,nan,3.0844116,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26273888,nan,nan,nan,3.0839875,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26293896,nan,nan,nan,3.0833352,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26313906,nan,nan,nan,3.082867,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26333913,nan,nan,nan,3.0826287,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26353922,nan,nan,nan,3.0824697,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26373932,nan,nan,nan,3.0820649,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26393939,nan,nan,nan,3.0812354,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26413948,nan,nan,nan,3.0810196,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26433957,nan,nan,nan,3.0822833,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26453966,nan,nan,nan,3.0847518,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26473980,nan,nan,nan,3.087768,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26493992,nan,nan,nan,3.0910254,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26513993,nan,nan,nan,3.0941863,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26534001,nan,nan,nan,3.0961823,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26554014,nan,nan,nan,3.0959885,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26574075,nan,nan,nan,3.093725,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26594062,nan,nan,nan,3.0909433,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26614034,nan,nan,nan,3.0888224,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26634044,nan,nan,nan,3.0877798,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26654053,nan,nan,nan,3.0876184,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26674060,nan,nan,nan,3.0881412,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26694068,nan,nan,nan,3.0891755,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26714077,nan,nan,nan,3.0907502,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26734086,nan,nan,nan,3.092643,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26754095,nan,nan,nan,3.0952456,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26774104,nan,nan,nan,3.0983589,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26794111,nan,nan,nan,3.1011424,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26814120,nan,nan,nan,3.1029406,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26834129,nan,nan,nan,3.103392,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26854137,nan,nan,nan,3.1023443,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26874145,nan,nan,nan,3.1004913,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26894154,nan,nan,nan,3.0993943,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26914188,nan,nan,nan,3.099029,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26934172,nan,nan,nan,3.0986433,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26954180,nan,nan,nan,3.097911,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26974198,nan,nan,nan,3.096943,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
26994198,nan,nan,nan,3.0963666,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27014206,nan,nan,nan,3.0964081,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27034246,nan,nan,nan,3.0970953,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27054232,nan,nan,nan,3.0978963,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27074232,nan,nan,nan,3.0982454,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27094240,nan,nan,nan,3.0982916,0.0,nan,nan,nan,0.0,0.0,100.0,0.0,0.0,0.0,-0.0,-0.0,-0.001
27114251,nan,nan,nan,2.993461,0.0,-0.055205643,-0.03654482,2.4152982,0.19203751,0.21294215,9.421402,0.0,0.0,0.0,0.00020002163,0.00022179542,-0.010213949
27134268,nan,nan,nan,2.993461,0.0,-0.050402932,-0.031806834,2.378923,0.3447016,0.3562631,9.384918,0.0,0.0,0.0,0.00039302438,0.00040620667,-0.011181229
27154266,nan,nan,nan,2.993461,0.0,-0.042466056,-0.026089242,2.3425822,0.4968268,0.36542943,9.349928,0.0,0.0,0.0,0.0006134764,0.0004512283,-0.012108914
27174275,nan,nan,nan,2.993461,0.0,-0.031334594,-0.020355824,2.3062215,0.6476631,0.36278751,9.320523,0.0,0.0,0.0,0.0008511956,0.00047679586,-0.012888507
27194284,nan,nan,nan,2.993461,0.0,-0.01889179,-0.014598816,2.2698607,0.5516064,0.34347665,9.289693,0.0,0.0,0.0,0.0007709408,0.0004800527,-0.013705902
27214292,nan,nan,nan,2.993461,0.0,-0.009496778,-0.0075577614,2.2335017,0.39594305,0.384858,9.255301,0.0,0.0,0.0,0.00059018785,0.00057366467,-0.014617708
27234303,nan,nan,nan,2.993461,0.0,-0.0016788369,-0.0021924295,2.1971374,0.40373567,0.21013649,9.216828,0.0,0.0,0.0,0.0006438043,0.00033508756,-0.015637731
27254310,nan,nan,nan,2.993461,0.0,0.0045639896,-4.115724e-05,2.1607802,0.24186632,0.032146815,9.17067,0.0,0.0,0.0,0.0004158471,5.5270863e-05,-0.01686152
27274318,-2.4075046,0.7324615,nan,2.993461,0.0,0.009416284,0.00050537306,2.1244211,0.07724894,-0.0057223216,9.124775,0.0,0.0,0.0,0.00014249525,-1.0555533e-05,-0.018078309
27294326,-2.4073515,0.7324615,nan,2.993461,0.0,0.010943876,0.00094726967,2.088062,-0.07768054,-0.010527886,9.077612,0.0,0.0,0.0,-0.0001529654,-2.0731088e-05,-0.019328723
27314336,nan,nan,nan,2.993461,0.0,0.010943876,0.00094726967,2.0516994,-0.23309971,-0.019666865,9.021662,0.0,0.0,0.0,-0.0004946844,-4.1737032e-05,-0.02081211
27334344,nan,nan,nan,2.993461,0.0,0.004936472,0.00061090686,2.0153403,-0.26860106,-0.03461706,8.960716,0.0,0.0,0.0,-0.00061424787,-7.91637e-05,-0.022427933
27354369,-2.4141111,0.730704,nan,2.993461,0.0,0.0022370988,0.00053387805,1.9789505,-0.10425474,-0.028020235,8.892244,0.0,0.0,0.0,-0.0002576726,-6.9253896e-05,-0.024243303
27374362,-2.4141066,0.73070574,nan,2.993461,0.0,0.0025684831,0.0005499359,1.9426188,0.043067295,-0.013151687,8.8275795,0.0,0.0,0.0,0.00011403848,-3.482453e-05,-0.025957737
27394370,-2.4141066,0.73070574,nan,2.993461,0.0,0.0037979123,0.00082847144,1.9062599,0.064185455,-0.022814943,8.749497,0.0,0.0,0.0,0.00018350368,-6.5227025e-05,-0.028027898
27414378,-2.4141066,0.73070574,nan,2.993461,0.0,0.005913627,0.0016201374,1.869901,0.082830794,-0.009455668,8.665876,0.0,0.0,0.0,0.0002556242,-2.918115e-05,-0.030244911
27434386,-2.4141066,0.73070574,nan,2.993461,0.0,0.007957089,0.002356821,1.833542,0.0870689,0.010998385,8.587356,0.0,0.0,0.0,0.00028706263,3.6261234e-05,-0.032326702
27454395,-2.4141066,0.73070574,nan,2.993461,0.0,0.009931242,0.0030762341,1.7971812,0.092345946,-0.00047673192,8.506514,0.0,0.0,0.0,0.00032463245,-1.6759009e-06,-0.034470037
27474404,-2.4141066,0.73070574,nan,2.993461,0.0,0.011836087,0.0037936089,1.7608205,0.09870483,0.023313608,8.42198,0.0,0.0,0.0,0.00036947022,8.72671e-05,-0.036711246
27494429,-2.4141066,0.73070574,nan,2.993461,0.0,0.013671398,0.0044955816,1.7244307,0.09400827,0.022131668,8.343521,0.0,0.0,0.0,0.00037196747,8.756954e-05,-0.038791392
27514421,-2.4141066,0.73070574,nan,2.993461,0.0,0.015412485,0.0051929113,1.6881008,0.09489193,0.0041037574,8.257738,0.0,0.0,0.0,0.0003971507,1.7175435e-05,-0.041065726
