timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
25760003,4294967295,1099,29,728,645,786,1041,3214,2068,4045,3166,1503,945,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25770051,4294967295,1103,25,728,652,813,1024,3212,2085,4037,3159,1512,930,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25780002,4294967295,1099,22,728,654,818,1034,3220,2076,4042,3170,1527,933,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25790041,4294967295,1098,24,728,640,828,1027,3208,2073,4041,3164,1504,932,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25800001,4294967295,1096,24,724,650,825,1036,3217,2072,4040,3165,1503,937,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25810043,4294967295,1104,24,720,608,801,959,3217,2069,4039,3165,1507,939,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25820001,4294967295,1101,28,722,653,790,1065,3258,2071,4039,3168,1503,936,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25830041,4294967295,1117,27,720,645,780,1041,3258,2084,4039,3165,1503,933,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25840001,4294967295,1101,28,726,661,737,967,3252,2071,4040,3168,1504,935,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25850038,4294967295,1100,29,727,655,746,1020,3256,2064,4038,3166,1525,931,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25860001,4294967295,1100,32,725,550,742,1015,3265,2084,4042,3154,1511,934,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
25870080,4294967295,1099,34,727,666,791,1038,3238,2070,4038,3176,1514,936,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
