timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
423425583,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423435587,-0.45054197,3.7536972,-2.5158846,-1.2592477,-0.0026125591,1.2540234,2.510662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423445591,2.6883724,3.5856123,-2.5186236,-1.2619858,-0.0053444514,1.2512946,2.5079288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423455596,2.614634,3.5649266,-2.5209033,-1.2642648,-0.0076213256,1.2490184,2.5056508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423465600,2.5624712,3.5564919,-2.5227845,-1.266145,-0.009499387,1.2471409,2.5037713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423475604,2.5039084,3.5530453,-2.524041,-1.2674004,-0.01075256,1.2458879,2.5025163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423485610,2.468357,3.5541308,-2.5251799,-1.2685381,-0.011887977,1.2447529,2.501379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423495613,2.4753585,3.5535898,-2.52768,-1.2710373,-0.01438477,1.2422568,2.498881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423505618,2.4643314,3.5540838,-2.5298226,-1.2731792,-0.016524382,1.2401177,2.49674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
423515622,2.431658,3.5572104,-2.5302584,-1.2736137,-0.01695678,1.2396852,2.4963055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
