timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
423396100,-0.0608513,-0.11434949,-0.0017487712,0.0,0.0,-0.001
423401089,-0.062306035,-0.11554427,-0.00021204876,0.0,0.0,-0.001
423406089,-0.063434035,-0.11656596,-0.0013241952,0.0,0.0,-0.001
423411064,-0.06442183,-0.11733491,-0.0026370338,0.0,0.0,-0.001
423416127,-0.06549487,-0.11780346,-0.004148418,0.0,0.0,-0.001
423421076,-0.06682621,-0.11777021,-0.00089002086,0.0,0.0,-0.001
423426082,-0.06801619,-0.1172419,-0.002743418,0.0,0.0,-0.001
423431138,-0.068974674,-0.116073325,-0.00474433,0.0,0.0,-0.001
423436077,-0.06972058,-0.11430449,-0.006826074,0.0,0.0,-0.001
423441091,-0.070554234,-0.11179293,-0.0012874989,0.0,0.0,-0.001
423446096,-0.07102233,-0.10884912,-0.003399933,0.0,0.0,-0.001
423451141,-0.07118675,-0.10538614,-0.00551767,0.0,0.0,-0.001
423456093,-0.0709172,-0.10141204,-0.0076316874,0.0,0.0,-0.001
423461141,-0.070438124,-0.09687627,-0.0012750098,0.0,0.0,-0.001
423466103,-0.06952991,-0.09216979,-0.003119275,0.0,0.0,-0.001
423471093,-0.06840597,-0.08724591,-0.0047545824,0.0,0.0,-0.001
423476241,-0.066914275,-0.082180694,-0.0061728023,0.0,0.0,-0.001
423481098,-0.06511984,-0.07698471,-0.000682925,0.0,0.0,-0.001
423486191,-0.06296331,-0.071872324,-0.0017760305,0.0,0.0,-0.001
423491181,-0.06061425,-0.06679115,-0.0026695444,0.0,0.0,-0.001
423496189,-0.05809604,-0.06185193,-0.003318997,0.0,0.0,-0.001
423501173,-0.055337895,-0.057030655,-0.00010177342,0.0,0.0,-0.001
423506260,-0.05243032,-0.05250748,-0.00046593626,0.0,0.0,-0.001
423511184,-0.04966379,-0.048300635,-0.000798651,0.0,0.0,-0.001
423516187,-0.047162376,-0.044427942,-0.0010301543,0.0,0.0,-0.001
423521245,-0.04463669,-0.041004136,8.5920336e-05,0.0,0.0,-0.001
423526171,-0.041954145,-0.03802437,3.63846e-05,0.0,0.0,-0.001
423531199,-0.03935427,-0.035510052,1.4669472e-06,0.0,0.0,-0.001
423536213,-0.037149157,-0.03342326,-9.331927e-06,0.0,0.0,-0.001
423541186,-0.034990024,-0.03179902,0.00023865345,0.0,0.0,-0.001
423546201,-0.03247835,-0.030608958,0.00038971088,0.0,0.0,-0.001
423551258,-0.029806638,-0.029828306,0.00050089037,0.0,0.0,-0.001
423556203,-0.02755556,-0.02931157,0.0005767554,0.0,0.0,-0.001
423561186,-0.025543945,-0.029241288,0.00022526481,0.0,0.0,-0.001
423566249,-0.023297612,-0.02961148,0.0003678319,0.0,0.0,-0.001
423571191,-0.02087202,-0.030241199,0.00040388753,0.0,0.0,-0.001
423576197,-0.018899577,-0.030871985,0.00041484402,0.0,0.0,-0.001
423581245,-0.017054917,-0.03181182,0.00018646473,0.0,0.0,-0.001
423586210,-0.015088384,-0.03297639,0.00030224476,0.0,0.0,-0.001
423591207,-0.013357978,-0.033968754,0.00034928398,0.0,0.0,-0.001
423596347,-0.01177101,-0.034610163,0.000465288,0.0,0.0,-0.001
423601190,-0.00990041,-0.035534337,0.00019183182,0.0,0.0,-0.001
423606165,-0.008205792,-0.036522035,0.00022033948,0.0,0.0,-0.001
423611252,-0.007064943,-0.036994226,0.00027037834,0.0,0.0,-0.001
423616160,-0.0055477344,-0.03752586,0.00034882626,0.0,0.0,-0.001
423621165,-0.003933105,-0.038295053,-0.00010089919,0.0,0.0,-0.001
423626217,-0.0029828527,-0.038672656,-0.0002744858,0.0,0.0,-0.001
423631252,-0.001713333,-0.038998485,-0.00041092167,0.0,0.0,-0.001
423636214,-0.0005006068,-0.039505225,-0.0006921219,0.0,0.0,-0.001
423641312,9.99239e-06,-0.03970187,-0.0003199955,0.0,0.0,-0.001
423646244,0.0010550059,-0.03999359,-0.0005813615,0.0,0.0,-0.001
423651251,0.0019481223,-0.040289756,-0.00097566465,0.0,0.0,-0.001
423656327,0.0021030304,-0.040281728,-0.0012776656,0.0,0.0,-0.001
423661255,0.0029195452,-0.04072424,-0.00023515151,0.0,0.0,-0.001
423666306,0.0032441833,-0.041206874,-0.0005569216,0.0,0.0,-0.001
423671266,0.003596871,-0.04158905,-0.0007182956,0.0,0.0,-0.001
423676271,0.0045912014,-0.04257428,-0.0008586751,0.0,0.0,-0.001
423681251,0.0045810216,-0.04353026,-0.00019805958,0.0,0.0,-0.001
423686398,0.0050710468,-0.044904742,-0.00018675587,0.0,0.0,-0.001
423691333,0.005369011,-0.046602644,-0.00026880973,0.0,0.0,-0.001
423696328,0.0052401456,-0.048174683,-0.00020752005,0.0,0.0,-0.001
423701397,0.006088872,-0.05059911,0.00010148159,0.0,0.0,-0.001
423706341,0.0058309087,-0.052912313,0.00021667975,0.0,0.0,-0.001
423711457,0.006394825,-0.055623647,0.00055633194,0.0,0.0,-0.001
423716342,0.006618538,-0.058551718,0.0008157568,0.0,0.0,-0.001
423721341,0.006685241,-0.061382525,0.00036307145,0.0,0.0,-0.001
423726324,0.0075547574,-0.06488321,0.00081108394,0.0,0.0,-0.001
423731377,0.0071554384,-0.06801042,0.0012914387,0.0,0.0,-0.001
423736311,0.008031641,-0.07181512,0.0019640136,0.0,0.0,-0.001
423741328,0.007697763,-0.07554493,0.00054202235,0.0,0.0,-0.001
