timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
423395594,-33.9385901358157,18.874159902414988,131.44162,160.77734,-0.0,1.0916015,1.4083045,131.34831,2,0,1,0
423405580,-33.93859013764467,18.87415989675473,131.44131,160.77704,-0.0,1.0918568,1.4084802,131.34831,2,0,1,0
423415578,-33.93859013881109,18.87415989194217,131.44101,160.77673,-0.0,1.0874453,1.4076124,131.34831,2,0,1,0
423425583,-33.93859014021765,18.87415988685404,131.4407,160.77643,-0.0,1.0876641,1.4077826,131.34831,2,0,1,0
423435587,-33.93859014186007,18.874159881845067,131.44043,160.77615,-0.0,1.0878849,1.4079534,131.34831,2,0,1,0
423445591,-33.93859014371261,18.874159876973387,131.4402,160.77592,-0.0,1.0881076,1.4081247,131.34831,2,0,1,0
423455596,-33.938590145732405,18.874159872416364,131.44003,160.77576,-0.0,1.0883322,1.4082967,131.34831,2,0,1,0
423465600,-33.93859014784439,18.87415986839981,131.43994,160.77567,-0.0,1.0885588,1.4074296,131.34814,2,0,1,0
423475604,-33.93859014988562,18.87415986517895,131.43993,160.77565,-0.0,1.0887873,1.4076003,131.348,2,0,1,0
423485610,-33.93859015177462,18.874159862907547,131.43997,160.7757,-0.0,1.0890179,1.4077717,131.34782,2,0,1,0
423495613,-33.93859015348565,18.87415986144152,131.44008,160.7758,-0.0,1.0892504,1.4079437,131.3476,2,0,1,0
423505618,-33.93859015490079,18.87415986094595,131.44023,160.77596,-0.0,1.0894849,1.4081163,131.3473,2,0,1,0
423515622,-33.9385901559793,18.87415986104804,131.44043,160.77615,-0.0,1.0897214,1.4082897,131.34698,2,0,1,0
423525626,-33.93859015667186,18.87415986185729,131.44067,160.7764,-0.0,1.0899601,1.4084637,131.34663,2,0,1,0
423535631,-33.93859015694845,18.874159863202493,131.44095,160.77667,-0.0,1.0902007,1.4086384,131.34622,2,0,1,0
423545635,-33.93859015677692,18.874159864979948,131.44125,160.77698,-0.0,1.0904434,1.4088135,131.34575,2,0,1,0
