timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
449987081,4,-1,0,3,0,0,1,0,0,0,0,0,0,0
455073791,4,0,1,3,0,0,1,0,0,0,0,0,0,0
456865009,4,1,2,3,0,0,1,0,0,0,0,0,0,0
456865895,4,2,2,3,0,0,1,0,1,0,0,0,0,0
493041528,5,-1,0,3,0,0,1,0,0,0,0,0,0,0
