timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
423393984,423393984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423406547,423406547,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423417985,423417985,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423426648,423426648,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423437984,423437984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423449985,423449985,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423461985,423461985,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423469984,423469984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423481985,423481985,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423493985,423493985,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423506835,423506835,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423514018,423514018,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423526737,423526737,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423537984,423537984,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423546792,423546792,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423557984,423557984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423569984,423569984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423581983,423581983,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423593984,423593984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423601984,423601984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423613984,423613984,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
423626698,423626698,127,5,0,0,1500,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
