timestamp,timestamp_sample,device_id,error_count,pressure,temperature
423363873,423362952,6780433,0,1000.24664,29.75
423407212,423406288,6780433,0,1000.2365,29.74
423450659,423449741,6780433,0,1000.2082,29.74
423493754,423492836,6780433,0,1000.2362,29.75
423537275,423536139,6780433,0,1000.1928,29.74
423580355,423579435,6780433,0,1000.16156,29.74
423623655,423622736,6780433,0,1000.18207,29.75
423666981,423666043,6780433,0,1000.1662,29.75
423710269,423709337,6780433,0,1000.17914,29.75
423753601,423752638,6780433,0,1000.1918,29.76
423797054,423796092,6780433,0,1000.12225,29.75
423840202,423839246,6780433,0,1000.1329,29.75
423883600,423882537,6780433,0,1000.16376,29.75
423926828,423925846,6780433,0,1000.15875,29.75
423970060,423969138,6780433,0,1000.15405,29.74
424013474,424012554,6780433,0,1000.17456,29.74
424056664,424055737,6780433,0,1000.14374,29.74
424100007,424099054,6780433,0,1000.1491,29.73
424143435,424142480,6780433,0,1000.1569,29.73
424186589,424185636,6780433,0,1000.12897,29.72
424230025,424228940,6780433,0,1000.16766,29.72
424273161,424272241,6780433,0,1000.1835,29.72
424316457,424315536,6780433,0,1000.1346,29.71
424359795,424358840,6780433,0,1000.1889,29.71
424403056,424402137,6780433,0,1000.2094,29.71
424446363,424445437,6780433,0,1000.1966,29.71
424489836,424488883,6780433,0,1000.1991,29.71
424532956,424532037,6780433,0,1000.1968,29.71
424576406,424575337,6780433,0,1000.19684,29.71
424619559,424618640,6780433,0,1000.14233,29.71
424662858,424661939,6780433,0,1000.1348,29.71
424706239,424705312,6780433,0,1000.14484,29.71
424749457,424748537,6780433,0,1000.18115,29.71
424792764,424791837,6780433,0,1000.1946,29.699999
424836269,424835350,6780433,0,1000.1915,29.71
424879364,424878436,6780433,0,1000.166,29.699999
424922660,424921740,6780433,0,1000.17365,29.699999
424965960,424965040,6780433,0,1000.1661,29.699999
425009258,425008338,6780433,0,1000.1633,29.699999
425052629,425051682,6780433,0,1000.1689,29.699999
425095858,425094938,6780433,0,1000.15076,29.699999
425139233,425138285,6780433,0,1000.1686,29.699999
425182641,425181686,6780433,0,1000.179,29.699999
425225810,425224839,6780433,0,1000.1329,29.689999
425269200,425268138,6780433,0,1000.15643,29.689999
425312444,425311472,6780433,0,1000.1797,29.689999
425355672,425354747,6780433,0,1000.1847,29.689999
425399066,425398145,6780433,0,1000.15894,29.689999
425442261,425441337,6780433,0,1000.17706,29.689999
425485615,425484669,6780433,0,1000.19745,29.689999
425529043,425528089,6780433,0,1000.17444,29.689999
425572289,425571296,6780433,0,1000.14624,29.679998
425615602,425614537,6780433,0,1000.13354,29.679998
425658764,425657843,6780433,0,1000.17706,29.689999
425702056,425701136,6780433,0,1000.17706,29.689999
425745401,425744478,6780433,0,1000.15405,29.679998
425788668,425787748,6780433,0,1000.1515,29.679998
425831966,425831037,6780433,0,1000.1491,29.679998
425875460,425874507,6780433,0,1000.15656,29.679998
425918569,425917641,6780433,0,1000.1543,29.679998
425961857,425960938,6780433,0,1000.14374,29.679998
426005202,426004282,6780433,0,1000.14905,29.679998
426048461,426047540,6780433,0,1000.09766,29.67
426091789,426090865,6780433,0,1000.1286,29.679998
426135057,426134137,6780433,0,1000.13654,29.67
426178436,426177438,6780433,0,1000.1343,29.66
426221846,426220892,6780433,0,1000.1596,29.679998
426264995,426264042,6780433,0,1000.10333,29.66
426308499,426307341,6780433,0,1000.1112,29.66
426351573,426350651,6780433,0,1000.1394,29.66
426394857,426393937,6780433,0,1000.11615,29.66
426438212,426437290,6780433,0,1000.1164,29.66
426481460,426480536,6780433,0,1000.1139,29.66
426524761,426523837,6780433,0,1000.11896,29.66
426568062,426567136,6780433,0,1000.09875,29.65
426611358,426610436,6780433,0,1000.0861,29.64
426654832,426653735,6780433,0,1000.09937,29.64
426697971,426697048,6780433,0,1000.115,29.64
426741255,426740336,6780433,0,1000.105,29.63
426784597,426783641,6780433,0,1000.08215,29.619999
426827861,426826938,6780433,0,1000.09796,29.609999
426871196,426870249,6780433,0,1000.093,29.609999
426914470,426913536,6780433,0,1000.0807,29.599998
426957759,426956836,6780433,0,1000.06537,29.59
427001226,427000137,6780433,0,1000.06055,29.59
427044370,427043449,6780433,0,1000.0503,29.58
427087757,427086763,6780433,0,1000.01715,29.57
427131029,427130052,6780433,0,1000.01215,29.57
427477436,427476443,6780433,0,999.93964,29.519999
428603205,428602285,6780433,0,999.7093,29.42
428646455,428645536,6780433,0,999.7196,29.42
428689762,428688841,6780433,0,999.7121,29.42
428733057,428732136,6780433,0,999.70465,29.41
428776377,428775458,6780433,0,999.62256,29.4
428819719,428818737,6780433,0,999.7311,29.4
428863007,428862062,6780433,0,999.6201,29.39
428906308,428905357,6780433,0,999.64636,29.39
428949598,428948638,6780433,0,999.72644,29.38
428993061,428991940,6780433,0,999.7266,29.38
429036157,429035238,6780433,0,999.65717,29.369999
429079709,429078566,6780433,0,999.7632,29.369999
429122786,429121860,6780433,0,999.6965,29.359999
429166055,429165136,6780433,0,999.7247,29.369999
429209445,429208492,6780433,0,999.79193,29.359999
429252656,429251736,6780433,0,999.73,29.359999
429296039,429295081,6780433,0,999.6557,29.349998
429339407,429338486,6780433,0,999.7487,29.349998
429382554,429381636,6780433,0,999.6664,29.34
429426089,429424954,6780433,0,999.76184,29.34
429469205,429468283,6780433,0,999.79865,29.33
429512456,429511537,6780433,0,999.78577,29.33
429555849,429554880,6780433,0,999.7476,29.31
429599058,429598138,6780433,0,999.7605,29.31
429642438,429641436,6780433,0,999.71185,29.31
429685811,429684891,6780433,0,999.64984,29.31
