timestamp,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],vibe[0],vibe[1],vibe[2],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],control_mode_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,gps_check_fail_flags,filter_fault_flags,innovation_check_flags,solution_status_flags,n_states,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
4428136,0.99978924,-0.015353121,0.0077327196,0.011229262,-0.00016387476,-0.0014112336,0.003467179,-2.5760504e-05,-0.00017918911,0.1788694,3.7168615e-11,-8.688522e-09,2.8688225e-07,0.0,0.0,-6.912765e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.2025922e-10,1.0967629e-05,0.00023049772,1.022421e-06,0.00259949,0.002599487,0.001843681,25.035187,25.03519,0.20428862,1.1521585,1.1521585,4.0857906,1.0000003e-06,9.999951e-07,9.942651e-07,0.0,0.0,4.000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006958023,0.0021705579,0.1311218,67109394,0.0,0.0,0.0034019593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4438137,0.9997877,-0.015359132,0.007736697,0.011349872,-5.3866304e-05,-0.0010085518,0.0038659405,-4.5461015e-06,-3.237321e-05,0.17890607,-1.863626e-10,5.349698e-09,-1.7389631e-07,0.0,0.0,-6.9159874e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1971242e-10,1.0899151e-05,0.00023007051,1.0086139e-06,0.0026091489,0.002609114,0.0017099421,8.344646,8.34465,0.20446467,0.20832574,0.20832574,4.0862584,9.999992e-07,9.99992e-07,9.92197e-07,0.0,0.0,4.000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052223454,0.0019626727,0.12569875,67109394,0.0,0.0,0.0038970083,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4448138,0.99978745,-0.015373929,0.0077382675,0.011349921,-0.00014554361,-0.001256911,0.0040229214,-5.5434502e-06,-4.370392e-05,0.17894553,-1.863626e-10,5.349698e-09,-1.7389631e-07,0.0,0.0,-6.9159874e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1822424e-10,1.0817757e-05,0.00023079649,1.0139447e-06,0.0026198998,0.0026198667,0.0017167554,8.347446,8.34745,0.2046487,0.22584224,0.22584224,4.086767,9.999992e-07,9.99992e-07,9.92197e-07,0.0,0.0,4.000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005171023,0.0018827933,0.12047166,67109394,0.0,0.0,0.0038970083,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4458141,0.9997883,-0.015380337,0.007746086,0.011261415,-0.00019471308,-0.0010762478,0.0042381673,-7.2517137e-06,-5.5443503e-05,0.17898685,-1.3707896e-10,-6.3888517e-09,2.1190031e-07,0.0,0.0,-6.915992e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1868385e-10,1.0868498e-05,0.00022818308,1.003041e-06,0.0026311518,0.0026310908,0.0016014016,8.350449,8.350452,0.20484072,0.24502884,0.24502884,4.087317,9.999992e-07,9.999899e-07,9.898445e-07,0.0,0.0,4.0000014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006275641,0.001806492,0.11543478,67109394,0.0,0.0,0.0030593036,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4468145,0.9997883,-0.015388897,0.0077454457,0.011260524,-0.00015444908,-0.00090920413,0.0044546854,-8.997525e-06,-6.537076e-05,0.17903031,-1.3707896e-10,-6.3888517e-09,2.1190031e-07,0.0,0.0,-6.915992e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1793475e-10,1.0803513e-05,0.00022447213,1.0081038e-06,0.0026429032,0.0026428436,0.0016086691,8.353654,8.353658,0.20504072,0.2658864,0.26588643,4.0879083,9.999992e-07,9.999899e-07,9.898445e-07,0.0,0.0,4.0000014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006190636,0.0017337272,0.11058052,67109394,0.0,0.0,0.0030593036,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4478149,0.9997896,-0.015404815,0.007756517,0.0111052245,-0.00023746329,-0.0011240873,0.0048031434,-1.09735865e-05,-7.574474e-05,0.1790766,-2.9116008e-11,-3.041934e-08,1.0009422e-06,0.0,0.0,-6.9159995e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1662765e-10,1.0670175e-05,0.00022208146,1.0004736e-06,0.0026551543,0.0026550703,0.0015081316,8.357063,8.357067,0.20524871,0.28841585,0.28841588,4.088541,9.999992e-07,9.999874e-07,9.871899e-07,0.0,0.0,4.0000014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087208574,0.0016648895,0.10590268,67109394,0.0,0.0,0.0058902334,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4488222,0.99978924,-0.015416964,0.0077671013,0.011114001,-0.00026106628,-0.0010364464,0.004870358,-1.3466983e-05,-8.655065e-05,0.17912498,-2.9116008e-11,-3.041934e-08,1.0009422e-06,0.0,0.0,-6.9159995e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1588241e-10,1.0679651e-05,0.0002229071,1.0070077e-06,0.0026679055,0.0026678224,0.0015158512,8.360689,8.360693,0.20546469,0.3126182,0.31261823,4.089215,9.999992e-07,9.999874e-07,9.871899e-07,0.0,0.0,4.0000014e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00086137897,0.00159896,0.10139449,67109394,0.0,0.0,0.0058902334,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4498172,0.9997888,-0.015427966,0.0077735907,0.011128859,-0.00025013374,-0.0009935084,0.004952542,-1.60214e-05,-9.667628e-05,0.186842,-4.017148e-11,-2.803863e-08,9.228428e-07,0.0,0.0,-9.074323e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1524129e-10,1.0640647e-05,0.00022759144,1.0006568e-06,0.0026811566,0.0026810516,0.001427425,8.364528,8.3645315,0.20560585,0.33849448,0.3384945,3.0662088,9.999992e-07,9.999846e-07,9.842166e-07,0.0,0.0,3.999993e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000816251,0.0016037474,0.1047179,67109394,0.0,0.0,0.0005508837,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4508154,0.9997887,-0.015434556,0.007775174,0.011130584,-0.0003257808,-0.0011705153,0.0051439167,-1.8901548e-05,-0.00010749856,0.18689248,-4.017148e-11,-2.803863e-08,9.228428e-07,0.0,0.0,-9.074323e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.1435276e-10,1.0567958e-05,0.00022602784,1.0064778e-06,0.0026949078,0.002694804,0.0014355951,8.36857,8.368574,0.20583777,0.36604583,0.3660459,3.066781,9.999992e-07,9.999846e-07,9.842166e-07,0.0,0.0,3.9999936e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007956661,0.0015411704,0.10022375,67109394,0.0,0.0,0.0005508837,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
4518157,0.9997885,-0.015441741,0.007777788,0.0111358,-0.00062087865,-0.0013264719,0.0051249443,-2.3636265e-05,-0.00011998724,0.18694384,-4.017148e-11,-2.803863e-08,9.228428e-07,0.0,0.0,-9.074323e-08,0.23352447,-0.10834,-0.2938711,0.0,0.0,0.0,0.0,0.0,1.13597395e-10,1.048096e-05,0.0002242053,1.0127293e-06,0.0027091587,0.002709056,0.0014442572,8.372835,8.372839,0.2060777,0.39527345,0.3952735,3.0673945,9.999993e-07,9.999848e-07,9.842167e-07,0.0,0.0,3.9999936e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007750113,0.0014815675,0.095892414,67109394,0.0,0.0,0.0005508837,0.0,1.5858119e-06,1.5858119e-06,0.0,0.0,0.0,0.0,0,0,0,228,24,0,0,0,0,0,0,0
