timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
494757968,1619012110200240,-339385878,188741721,126709,158016,0.19000001,0.45901772,0.781,1.0250001,0.63,1.04,98,10,0.026,0.004,0.026,-0.004,5.2546024,0,nan,0.0,4,1,16
494957963,1619012110400240,-339385877,188741721,126731,158039,0.22200002,0.45903102,0.781,1.0250001,0.63,1.04,98,10,0.066,0.066,0.001,0.0,5.2546024,0,nan,0.0,4,1,16
495163966,1619012110600240,-339385875,188741721,126755,158062,0.21900001,0.4590441,0.78200006,1.024,0.63,1.04,98,10,0.026,0.0050000004,-0.026,0.009000001,5.2546024,0,nan,0.0,4,1,16
495357247,1619012110800240,-339385875,188741722,126776,158083,0.252,0.4590591,0.78200006,1.024,0.63,1.04,98,8,0.034,-0.012,0.032,-0.018000001,5.2546024,0,nan,0.0,4,1,16
495557270,1619012111000240,-339385875,188741723,126794,158101,0.22200002,0.45907238,0.78400004,1.024,0.63,1.04,98,8,0.091000006,0.091000006,0.007,-0.016,5.2546024,0,nan,0.0,4,1,16
495757860,1619012111200240,-339385874,188741724,126805,158112,0.23500001,0.4590865,0.785,1.024,0.63,1.04,98,8,0.040000003,0.040000003,0.0,0.034,5.2546024,0,nan,0.0,4,1,16
495957893,1619012111400240,-339385875,188741725,126806,158113,0.261,0.459102,0.78700006,1.0250001,0.63,1.04,98,8,0.113000005,-0.09900001,0.054,-0.079,5.2546024,0,nan,0.0,4,1,16
496958428,1619012112400240,-339385881,188741730,126798,158105,0.25100002,0.4591736,0.79300004,1.026,0.65999997,1.06,98,12,0.0050000004,0.002,0.0050000004,-0.069000006,5.2546024,0,nan,0.0,4,1,15
497158188,1619012112600240,-339385881,188741731,126778,158085,0.224,0.45918685,0.79300004,1.026,0.65999997,1.06,98,12,0.08400001,0.046000004,0.071,0.080000006,5.2546024,0,nan,0.0,4,1,15
497358073,1619012112800240,-339385883,188741732,126743,158050,0.20300001,0.4591991,0.794,1.0270001,0.65999997,1.06,98,10,0.085,-0.066,-0.053000003,0.056,5.2546024,0,nan,0.0,4,1,15
497556054,1619012113000239,-339385885,188741730,126721,158028,0.22100002,0.45921218,0.795,1.0270001,0.65999997,1.06,98,10,0.082,0.002,-0.082,0.007,5.2546024,0,nan,0.0,4,1,15
497756316,1619012113200239,-339385886,188741729,126690,157997,0.24200001,0.45922667,0.79600006,1.026,0.64,0.98999995,98,10,0.063,0.062000003,-0.011000001,0.08800001,5.2546024,0,nan,0.0,4,1,16
497958964,1619012113400239,-339385887,188741728,126651,157959,0.23500001,0.45924062,0.79700005,1.026,0.64,0.98999995,98,10,0.086,0.016,-0.085,0.011000001,5.2546024,0,nan,0.0,4,1,16
498154049,1619012113600239,-339385889,188741726,126617,157924,0.256,0.45925596,0.79800004,1.026,0.64,0.98999995,98,10,0.051000003,-0.048,0.016,0.007,5.2546024,0,nan,0.0,4,1,16
498359143,1619012113800239,-339385890,188741726,126587,157895,0.21200001,0.45926854,0.79800004,1.026,0.59999996,0.97999996,98,2,0.11400001,0.108,0.037,-0.057000004,5.2546024,0,nan,0.0,4,1,17
498556969,1619012114000239,-339385890,188741725,126555,157863,0.21200001,0.45928112,0.799,1.0250001,0.59999996,0.97999996,98,2,0.060000002,0.060000002,0.0050000004,0.028,5.2546024,0,nan,0.0,4,1,17
498758747,1619012114200239,-339385891,188741725,126529,157837,0.209,0.45929366,0.79800004,1.024,0.59999996,0.97999996,98,2,0.10300001,0.102000006,0.008,0.060000002,5.2546024,0,nan,0.0,4,1,17
498958828,1619012114400239,-339385891,188741724,126491,157799,0.194,0.4593052,0.79800004,1.023,0.59999996,0.97999996,98,2,0.15900001,0.15200001,0.046000004,-0.068,5.2546024,0,nan,0.0,4,1,17
499158992,1619012114600239,-339385892,188741725,126484,157791,0.22200002,0.45931846,0.79700005,1.0220001,0.59999996,0.97999996,98,2,0.124000005,0.0,0.124000005,-0.108,5.2546024,0,nan,0.0,4,1,17
499359094,1619012114800239,-339385894,188741727,126469,157776,0.23500001,0.45933262,0.79600006,1.021,0.59999996,0.97999996,98,3,0.076000005,0.037,0.066,-0.20600002,5.2546024,0,nan,0.0,4,1,17
499554002,1619012115000239,-339385897,188741730,126480,157787,0.23600002,0.45934725,0.795,1.0200001,0.64,0.98999995,98,3,0.19000001,-0.065000005,0.179,-0.157,5.2546024,0,nan,0.0,4,1,16
499756968,1619012115200239,-339385899,188741733,126493,157800,0.23500001,0.45936123,0.794,1.019,0.59999996,0.97999996,98,3,0.068,-0.012,0.067,-0.104,5.2546024,0,nan,0.0,4,1,17
499959253,1619012115400239,-339385901,188741737,126505,157813,0.25500003,0.73882407,0.794,1.0170001,0.59999996,0.97999996,98,3,0.215,-0.13100001,0.17,-0.135,4.410199,0,nan,0.0,4,1,17
500159418,1619012115600239,-339385904,188741741,126504,157812,0.23700002,0.73883295,0.794,1.016,0.59999996,0.97999996,98,3,0.095000006,-0.034,0.08800001,-0.08800001,4.410199,0,nan,0.0,4,1,17
500360981,1619012115800239,-339385907,188741743,126526,157834,0.24100001,0.7587801,0.794,1.014,0.59999996,0.97999996,98,2,0.23700002,-0.23600002,0.010000001,-0.056,3.771897,0,nan,0.0,4,1,17
500558003,1619012116000239,-339385912,188741746,126550,157858,0.263,0.41441306,0.79300004,1.011,0.59999996,0.97999996,98,2,0.34300002,-0.30900002,0.149,-0.055000003,2.9404733,0,nan,0.0,4,1,17
500761088,1619012116200239,-339385918,188741748,126571,157879,0.19500001,0.6550353,0.79200006,1.01,0.59999996,0.97999996,98,2,0.30600002,-0.30100003,-0.056,-0.066,3.0501442,0,nan,0.0,4,1,17
500959381,1619012116400239,-339385923,188741748,126572,157880,0.24900001,0.62795115,0.79200006,1.008,0.64,0.98999995,98,2,0.29500002,-0.27800003,0.1,0.07,2.9176142,0,nan,0.0,4,1,16
