timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
510486062,5,-1,0,3,0,0,1,0,0,0,0,0,0,0
515496402,5,0,1,3,0,0,1,0,0,0,0,0,0,0
516941765,5,2,2,3,0,0,1,0,1,0,0,0,0,0
538388307,6,-1,0,3,0,0,1,0,0,0,0,0,0,0
