timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
494854032,494854032,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494862010,494862010,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494873992,494873992,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494885984,494885984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494897984,494897984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494906015,494906015,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494917986,494917986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494930013,494930013,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494941984,494941984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494950127,494950127,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494961986,494961986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494973984,494973984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494985984,494985984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
494993984,494993984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495005985,495005985,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495017986,495017986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495030015,495030015,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495037984,495037984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495050163,495050163,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495062013,495062013,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495073984,495073984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495081984,495081984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495093983,495093983,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495105991,495105991,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495117986,495117986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495125997,495125997,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495137984,495137984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495150158,495150158,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495161988,495161988,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495170148,495170148,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495181986,495181986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495193989,495193989,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495205985,495205985,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495213984,495213984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495225984,495225984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495237987,495237987,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495250411,495250411,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495258007,495258007,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495270399,495270399,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495282025,495282025,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495290375,495290375,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495301984,495301984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495313984,495313984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495325986,495325986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495337984,495337984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495345986,495345986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495357984,495357984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495370347,495370347,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495381984,495381984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495390348,495390348,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495402018,495402018,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495413986,495413986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495426001,495426001,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495434010,495434010,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495445984,495445984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495457987,495457987,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495469987,495469987,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495477985,495477985,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495489986,495489986,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495501988,495501988,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495513992,495513992,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495521984,495521984,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495534007,495534007,127,5,0,0,1500,1504,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495545986,495545986,127,5,0,0,1500,1504,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495557986,495557986,127,5,0,0,1500,1512,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495565983,495565983,127,5,0,0,1500,1512,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495577984,495577984,127,5,0,0,1500,1509,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495589986,495589986,127,5,0,0,1500,1509,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495601985,495601985,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495609985,495609985,127,5,0,0,1500,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495621985,495621985,127,5,0,0,1501,1500,1102,1501,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495634052,495634052,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495646000,495646000,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495654011,495654011,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495665984,495665984,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495677986,495677986,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495689984,495689984,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495697989,495697989,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495709987,495709987,127,5,0,0,1501,1500,1102,1500,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495721986,495721986,127,5,0,0,1501,1500,1102,1492,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495734063,495734063,127,5,0,0,1501,1500,1102,1492,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495742010,495742010,127,5,0,0,1501,1500,1102,1491,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495754081,495754081,127,5,0,0,1501,1500,1102,1491,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495765985,495765985,127,5,0,0,1501,1500,1102,1491,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495777987,495777987,127,5,0,0,1501,1500,1102,1491,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495785985,495785985,127,5,0,0,1501,1500,1102,1483,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495797986,495797986,127,5,0,0,1501,1500,1121,1483,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495809985,495809985,127,5,0,0,1501,1500,1121,1475,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495821987,495821987,127,5,0,0,1501,1500,1165,1475,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495829984,495829984,127,5,0,0,1501,1500,1165,1464,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
495841986,495841986,127,5,0,0,1501,1500,1217,1464,1898,1102,1102,1500,1500,1500,1500,1500,0,0,0,0,0,0,12,0,0,12
