timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
500729592,500728237,0.24969912,1.0630794e-05,-4.7005324,4.6059046,0.5330116,4.5490875,0
500749632,500748251,0.25028744,1.0560977e-05,-4.6036425,4.581316,0.51400864,4.52167,0
500769645,500768306,0.2506558,1.0492453e-05,-2.8984747,4.5533605,0.20500502,4.4783993,0
500789876,500788261,0.2510972,1.0424322e-05,-3.4664366,4.5098124,0.29605034,4.4348497,0
500809452,500808274,0.25173908,1.0356105e-05,-5.013049,4.466205,0.6252054,4.4198112,0
500829490,500828277,0.2522932,1.0289337e-05,-4.363705,4.4506397,0.47538546,4.386928,0
500849404,500848319,0.2526131,1.0223156e-05,-2.5199282,4.4174776,0.15972006,4.3497663,0
500869416,500868289,0.25332677,1.0156927e-05,-5.5967617,4.3802676,0.7945669,4.3561907,0
500889496,500888303,0.25389624,1.009211e-05,-4.513525,4.386328,0.5160456,4.326006,0
500909683,500908310,0.25436646,1.0027664e-05,-3.7241855,4.355966,0.3537819,4.284602,0
500929530,500928318,0.25502238,9.963242e-06,-5.170852,4.3144574,0.6885818,4.2725196,0
500949683,500948326,0.25563878,9.897103e-06,-4.7940707,4.3032303,0.59343314,4.248291,0
500969948,500968335,0.25563878,1.4904356e-05,-6.691449,4.2785573,1.1627879,4.308565,0
500989490,500988360,0.25563878,1.9915613e-05,-7.19919,4.3543015,1.3225323,4.397968,0
501009450,501008350,0.25563878,2.491811e-05,-7.6509843,4.4623446,1.4575685,4.514674,0
501029490,501028359,0.25563878,2.9925362e-05,-7.335784,4.59866,1.3002272,4.601192,0
501049489,501048366,0.25563878,3.4932116e-05,-7.176733,4.7075114,1.2156812,4.6712766,0
501069450,501068374,0.25563878,3.9939117e-05,-8.808318,4.8005075,1.7957933,4.8673954,0
501089745,501088383,0.25563878,4.494637e-05,-7.064954,5.0214,1.1044633,4.917692,0
501109627,501108392,0.25563878,4.995362e-05,-7.2126956,5.098103,1.1338199,4.973002,0
501129596,501128398,0.25934634,4.7950427e-05,-5.9552727,5.181275,0.76054364,4.953765,0
501150227,501148407,0.25934634,5.295768e-05,-6.8931627,5.1507955,1.0249915,4.9845257,0
501169498,501168416,0.25934634,5.796493e-05,-6.882468,5.2058477,1.0110077,5.011639,0
501189584,501188426,0.26329046,5.53128e-05,-5.545268,5.25239,0.6504975,4.976803,0
501209511,501208431,0.26329046,6.0319053e-05,-7.24112,5.1923957,1.1220216,5.0196166,0
501229666,501228439,0.26734823,5.763341e-05,-5.6702466,5.2539597,0.6799463,4.9856157,0
501249531,501248447,0.26734823,6.2640414e-05,-7.3640785,5.1955714,1.1597409,5.0305963,0
501270181,501268455,0.26734823,6.7647416e-05,-7.566852,5.256213,1.2103612,5.0838714,0
501289824,501288463,0.27119452,6.4592525e-05,-5.0738535,5.3247056,0.5372021,5.0378885,0
501309843,501308471,0.2750647,6.194859e-05,-5.4502077,5.2533097,0.62827617,4.996787,0
501330189,501328514,0.2790369,5.9650887e-05,-5.9632335,5.1896787,0.76134354,4.9661875,0
501349709,501348483,0.2821947,5.7576894e-05,-4.967905,5.1455064,0.53293705,4.920078,0
501369658,501368496,0.2821947,6.2585146e-05,-7.3665338,5.091247,1.1842945,4.9548583,0
501389691,501388503,0.28609955,6.0269216e-05,-5.8142676,5.1456666,0.72997147,4.9192567,0
501409808,501408512,0.29003537,5.8164125e-05,-6.1174445,5.0977187,0.81568354,4.8906116,0
501429689,501428519,0.29236698,5.6242396e-05,-3.7778091,5.0581527,0.31350583,4.851326,0
501450170,501448528,0.29236698,6.124965e-05,-6.9069624,5.0126576,1.0574592,4.858953,0
501469905,501468536,0.2944797,5.906718e-05,-3.2065306,5.0388975,0.22672151,4.833412,0
501489904,501488544,0.2944797,6.4074186e-05,-7.794753,5.007613,1.3481289,4.887992,0
501510234,501508552,0.29731295,6.172292e-05,-4.1578755,5.07459,0.3785293,4.844803,0
501529739,501528560,0.29970744,5.963057e-05,-3.7027466,5.0152063,0.30375028,4.8083186,0
501549786,501548569,0.30354393,5.774062e-05,-6.210728,4.96612,0.86302894,4.781934,0
501569714,501568577,0.3063015,5.6071625e-05,-4.7297754,4.924697,0.50472987,4.7359433,0
501589745,501588584,0.3077073,5.4567343e-05,-2.524464,4.8669353,0.14549239,4.734202,0
501609743,501608592,0.31006,5.3185704e-05,-4.4034553,4.8576307,0.4435271,4.6891947,0
501630003,501628601,0.31242317,5.192551e-05,-4.604608,4.8034496,0.49044415,4.6438866,0
501650039,501648609,0.31318375,5.074828e-05,-1.524868,4.752071,0.054367464,4.6883993,0
501670255,501668617,0.3158498,4.963894e-05,-5.52956,4.793649,0.7087163,4.6509266,0
501690332,501688626,0.3183411,4.8605907e-05,-5.32942,4.7502527,0.6643557,4.610557,0
501709863,501708656,0.3194494,4.763535e-05,-2.4338975,4.7049804,0.13989566,4.6094885,0
501729823,501728641,0.32110608,4.6715573e-05,-3.735094,4.7007365,0.32975748,4.5712,0
501749839,501748649,0.32177174,4.584307e-05,-1.5337572,4.6587,0.056105573,4.6104198,0
501769810,501768687,0.32395473,4.5013487e-05,-5.178117,4.6959014,0.6344278,4.5698423,0
501789769,501788666,0.3252877,4.4230266e-05,-3.2380724,4.65128,0.25047138,4.5401154,0
501810059,501808682,0.32679924,4.347638e-05,-3.7292392,4.6193643,0.33451512,4.5010357,0
501830655,501828681,0.32815012,4.275812e-05,-3.3983798,4.577171,0.28035235,4.467575,0
501849902,501848689,0.32862794,4.2072075e-05,-1.2248235,4.5409565,0.0367077,4.5191035,0
501870347,501868698,0.3304589,4.1413598e-05,-4.8166523,4.591503,0.5614269,4.476873,0
501889911,501888706,0.33176988,4.078356e-05,-3.5077913,4.5465817,0.30070454,4.440209,0
501909899,501908761,0.3334247,4.017661e-05,-4.491244,4.5078416,0.49718964,4.396948,0
501929895,501928722,0.33338153,3.9593975e-05,0.11891246,4.462204,0.00035209738,4.539251,0
501949928,501948733,0.33338153,4.460173e-05,-6.599675,4.6038957,1.0511801,4.549332,0
501969861,501968738,0.33406657,4.3906297e-05,-1.7597224,4.621907,0.074443124,4.5657077,0
501990059,501988746,0.33564347,4.3236145e-05,-4.1325974,4.6370034,0.40922886,4.5213637,0
502009985,502008755,0.3366083,4.259218e-05,-2.5659976,4.590255,0.15937977,4.504057,0
502030049,502028762,0.33825254,4.197286e-05,-4.449153,4.5710516,0.48116723,4.460527,0
502050090,502048770,0.33900842,4.1373944e-05,-2.0692031,4.5256357,0.105119705,4.460471,0
502069945,502068779,0.3400093,4.079726e-05,-2.7912607,4.524069,0.19135027,4.4351134,0
502089832,502088786,0.34209245,4.0235067e-05,-5.866087,4.4976354,0.85010046,4.4185777,0
502109933,502108794,0.34237784,3.970093e-05,-0.8225527,4.478582,0.016785892,4.4809113,0
502129962,502128802,0.3437288,3.9187107e-05,-3.996433,4.540237,0.39086252,4.4372716,0
502150025,502148810,0.34503648,3.868691e-05,-3.9006746,4.4952164,0.37608528,4.394357,0
502170530,502168819,0.3450485,3.8202288e-05,-0.03616786,4.4506783,3.2657048e-05,4.506213,0
502190402,502188827,0.34689805,3.7738046e-05,-5.7671394,4.5622444,0.8100277,4.489879,0
502210183,502208839,0.34772518,3.7293354e-05,-2.6292644,4.5440197,0.16903856,4.465259,0
502230526,502228856,0.34818423,3.6862202e-05,-1.4774172,4.5180926,0.053679526,4.4827194,0
502250050,502248851,0.3494826,3.644326e-05,-4.2464476,4.5348663,0.44181913,4.4394646,0
502270018,502268859,0.35013765,3.6035748e-05,-2.1612055,4.490285,0.11557815,4.4272923,0
502289936,502288867,0.35026583,3.5641686e-05,-0.42934752,4.476863,0.0045751105,4.499877,0
502310110,502308875,0.35140383,3.526242e-05,-3.9154496,4.548914,0.3744666,4.455794,0
502330013,502328888,0.35210976,3.4893586e-05,-2.450232,4.503531,0.14812171,4.4313793,0
502350273,502348891,0.3520346,3.4535322e-05,0.26385283,4.4779916,0.0017274192,4.546377,0
502370140,502368899,0.35255173,3.419401e-05,-1.8831555,4.592423,0.08580013,4.5352445,0
502390204,502388908,0.35345027,3.386163e-05,-3.3107615,4.580432,0.26589295,4.4924736,0
502410987,502408916,0.35403743,3.3536337e-05,-2.1761541,4.5367193,0.11598314,4.470948,0
502430285,502428924,0.35435778,3.321964e-05,-1.1999676,4.514245,0.035441447,4.485403,0
502450111,502448933,0.35472345,3.291127e-05,-1.3899662,4.528112,0.047407698,4.489078,0
502470015,502468941,0.35596526,3.260947e-05,-4.7724495,4.531313,0.55849093,4.457776,0
502490162,502488948,0.35672447,3.2315555e-05,-2.9454763,4.49901,0.21426518,4.418368,0
502510105,502508958,0.35728186,3.2027776e-05,-2.1751335,4.4587584,0.11790042,4.3943295,0
502530377,502528964,0.35777745,3.1745683e-05,-1.9476731,4.43407,0.095057644,4.37625,0
502550288,502548974,0.35844547,3.146915e-05,-2.6454742,4.4154015,0.17611419,4.3409715,0
502570185,502568980,0.35890794,3.1198153e-05,-1.8421643,4.3793745,0.086099796,4.325127,0
502590605,502588989,0.35962284,3.093223e-05,-2.8688903,4.363009,0.20960385,4.2863894,0
502610315,502608996,0.3595633,3.067174e-05,0.24028993,4.323492,0.0014838635,4.374348,0
502630184,502629017,0.3600851,3.0420402e-05,-2.1646059,4.4112096,0.11802051,4.345974,0
502650179,502649013,0.3610744,3.0171697e-05,-4.1116915,4.382518,0.42862234,4.3081956,0
502670304,502669072,0.3610931,2.9927902e-05,-0.07818127,4.3440123,0.00015634063,4.3695397,0
502690352,502689035,0.3615081,2.9690907e-05,-1.7705927,4.4051523,0.07907404,4.349645,0
502710453,502709037,0.36256215,2.9455528e-05,-4.501982,4.385142,0.5135484,4.320307,0
502730326,502729044,0.36256588,2.9225517e-05,-0.016000032,4.355048,6.5314e-06,4.3807254,0
502750402,502749053,0.3637219,2.9000832e-05,-5.0686417,4.415421,0.64650005,4.36819,0
502770407,502769060,0.36422777,2.8780796e-05,-2.237438,4.4023447,0.12635006,4.335829,0
502790439,502789069,0.3648931,2.8563014e-05,-2.9465597,4.369647,0.22077078,4.2942452,0
502810259,502809077,0.3655964,2.8347104e-05,-3.1129112,4.327711,0.24878986,4.252277,0
502830263,502829134,0.36580628,2.8133783e-05,-0.92981875,4.2852774,0.022416878,4.2617793,0
502850273,502849093,0.36643612,2.7923112e-05,-2.8106415,4.294695,0.20437893,4.2215786,0
502870212,502869101,0.36687526,2.771483e-05,-1.9612658,4.2540665,0.10046762,4.194806,0
502891401,502889110,0.36784285,2.750883e-05,-4.3306994,4.2269816,0.49299577,4.1657786,0
502911171,502909117,0.3678289,2.7307555e-05,0.06292963,4.197246,0.0001048343,4.2253895,0
502931185,502929125,0.3686143,2.711115e-05,-3.6106076,4.2567797,0.34028038,4.185861,0
502951466,502949133,0.36882636,2.691807e-05,-0.9784535,4.216664,0.025227193,4.1891885,0
502970366,502969142,0.36956453,2.6727677e-05,-3.4304917,4.219814,0.30986816,4.148939,0
502990230,502989149,0.36979055,2.6540954e-05,-1.055261,4.17891,0.029608356,4.1481104,0
503010234,503009157,0.37005574,2.635715e-05,-1.2474347,4.177825,0.041384995,4.1387806,0
503030469,503029169,0.37088048,2.6174908e-05,-3.8913994,4.1683874,0.40364635,4.104835,0
503050358,503049174,0.3715256,2.5995087e-05,-3.0509837,4.13402,0.25018698,4.064471,0
503070553,503069182,0.37174085,2.5817368e-05,-1.0188594,4.093237,0.02817858,4.063556,0
503090535,503089190,0.37187484,2.5642034e-05,-0.63825786,4.0921345,0.011061142,4.07678,0
503110540,503109199,0.3725853,2.546958e-05,-3.4171247,4.105184,0.31604326,4.03854,0
503130602,503129251,0.37349308,2.5298696e-05,-4.364883,4.0666194,0.520558,4.0167637,0
503150504,503149238,0.37359387,2.513151e-05,-0.48850918,4.0442834,0.006556338,4.0368123,0
503170335,503169226,0.37392992,2.4967632e-05,-1.6485986,4.0641165,0.074305534,4.013218,0
503190360,503189232,0.37433848,2.4805471e-05,-2.0085194,4.0402627,0.110943004,3.9817472,0
503210632,503209239,0.37483406,2.4644802e-05,-2.4376962,4.008514,0.16471504,3.9447029,0
503230585,503229246,0.37543276,2.4485165e-05,-2.940388,3.9712272,0.24190345,3.9059057,0
