timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
494842429,-0.07813393,0.03771856,-0.22753938
494853671,-0.08110753,0.03481274,-0.21810448
494865010,-0.07813393,0.03481274,-0.21495953
494876216,-0.07813393,0.03481274,-0.22124943
494887444,-0.07813393,0.03771856,-0.22439441
494898743,-0.07813393,0.03771856,-0.22439441
494910066,-0.07813393,0.03481274,-0.21810448
494921228,-0.06921318,0.03481274,-0.22439441
494932460,-0.07813393,0.03481274,-0.22124943
494943760,-0.07516035,0.03481274,-0.22124943
494954993,-0.07516035,0.03771856,-0.23068433
494966240,-0.07813393,0.03481274,-0.21810448
494977538,-0.06921318,0.03481274,-0.22124943
494988747,-0.07813393,0.03481274,-0.22439441
495000019,-0.07516035,0.03481274,-0.22124943
495011272,-0.07516035,0.03481274,-0.22439441
495022505,-0.07516035,0.031906925,-0.21810448
495033793,-0.06921318,0.03481274,-0.22124943
495045080,-0.07813393,0.03481274,-0.22439441
495056319,-0.07218676,0.03481274,-0.22439441
495067517,-0.07218676,0.03481274,-0.22124943
495078813,-0.07516035,0.031906925,-0.21810448
495090081,-0.07218676,0.031906925,-0.21810448
495101287,-0.07218676,0.031906925,-0.22124943
495112601,-0.07218676,0.03481274,-0.22753938
495123855,-0.06921318,0.03481274,-0.22753938
495135083,-0.07218676,0.031906925,-0.22124943
495146320,-0.06921318,0.03481274,-0.22439441
495157590,-0.06921318,0.03481274,-0.22439441
495168842,-0.06921318,0.03481274,-0.22124943
495180069,-0.06921318,0.03481274,-0.22753938
495191332,-0.06921318,0.03481274,-0.21810448
495202629,-0.066239595,0.03481274,-0.22439441
495213817,-0.06921318,0.03481274,-0.22124943
495225075,-0.06921318,0.03771856,-0.22439441
495236414,-0.066239595,0.03771856,-0.22124943
495247640,-0.06921318,0.03481274,-0.22124943
495258837,-0.066239595,0.03481274,-0.22439441
495270153,-0.06921318,0.03771856,-0.22753938
495281393,-0.06921318,0.03481274,-0.22124943
495292608,-0.07218676,0.03481274,-0.23068433
495303855,-0.06921318,0.03481274,-0.22124943
495315172,-0.066239595,0.03481274,-0.2338293
