timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
494845852,-33.938587994013794,18.874172722995212,131.8469,157.10878,-0.0,1.0882082,1.4104736,131.74089,2,0,1,0
494855860,-33.93858799061853,18.874172720487007,131.84607,157.10796,-0.0,1.0884322,1.4106785,131.74081,2,0,1,0
494865868,-33.9385879871836,18.874172718095103,131.84528,157.10716,-0.0,1.0886581,1.4108845,131.74072,2,0,1,0
494875865,-33.93858798363503,18.87417271584922,131.84453,157.10641,-0.0,1.0888861,1.4110913,131.74063,2,0,1,0
494885869,-33.93858797992994,18.874172713720927,131.84378,157.10567,-0.0,1.0891163,1.4112991,131.74051,2,0,1,0
494895888,-33.938587976074764,18.874172711614605,131.84308,157.10497,-0.0,1.0893484,1.4115077,131.74037,2,0,1,0
494905922,-33.93858797211774,18.874172709486317,131.84238,157.10426,-0.0,1.0895828,1.4117174,131.7402,2,0,1,0
494915899,-33.93858796819287,18.87417270748983,131.8416,157.10349,-0.0,1.0898193,1.4107828,131.73674,2,0,1,0
494925884,-33.93858796432268,18.874172705698808,131.84084,157.10272,-0.0,1.090058,1.4109911,131.73654,2,0,1,0
494935890,-33.93858796061759,18.874172704040888,131.84012,157.102,-0.0,1.0902988,1.4112003,131.73634,2,0,1,0
494945894,-33.938587957158,18.874172702640116,131.83945,157.10133,-0.0,1.0905417,1.4114105,131.73615,2,0,1,0
494955906,-33.938587953899976,18.874172701443516,131.83882,157.10071,-0.0,1.0907869,1.4116217,131.73593,2,0,1,0
494965902,-33.93858795080704,18.874172700267597,131.83824,157.11891,-0.0,1.0910344,1.4118338,131.73572,2,0,1,0
494975906,-33.93858794781273,18.87417269928292,131.83769,157.11836,-0.0,1.091284,1.4120468,131.73549,2,0,1,0
494985909,-33.938587944832356,18.874172698273693,131.83719,157.11786,-0.0,1.091536,1.4122608,131.73528,2,0,1,0
494995914,-33.93858794183377,18.874172697345877,131.8366,157.11726,-0.0,1.0917902,1.4113134,131.73227,2,0,1,0
495005918,-33.938587938748334,18.874172696310808,131.83603,157.1167,-0.0,1.0920467,1.411526,131.73201,2,0,1,0
495015922,-33.93858793392936,18.87417269273523,131.83566,157.11633,-0.0,1.0875776,1.4102286,131.73587,2,0,1,0
495025936,-33.93858792914897,18.87417268923847,131.83531,157.11598,-0.0,1.087796,1.4104315,131.7356,2,0,1,0
495035931,-33.93858792448866,18.87417268584251,131.83498,157.11565,-0.0,1.0880164,1.4106352,131.73534,2,0,1,0
495045934,-33.93858791996129,18.874172682839383,131.83467,157.11534,-0.0,1.0882388,1.41084,131.73509,2,0,1,0
495055940,-33.9385879156805,18.87417268019808,131.83437,157.11504,-0.0,1.0884633,1.4110457,131.73486,2,0,1,0
495065986,-33.93858791152192,18.87417267785011,131.83409,157.11476,-0.0,1.0886899,1.4112523,131.73462,2,0,1,0
495075946,-33.938587907550954,18.874172675947957,131.83385,157.11452,-0.0,1.0889186,1.4114598,131.7344,2,0,1,0
495085951,-33.93858790372579,18.874172674318466,131.8336,157.11427,-0.0,1.0891494,1.4105312,131.7344,2,0,1,0
495095954,-33.93858790001856,18.874172673114114,131.83339,157.11406,-0.0,1.0893823,1.4107373,131.73422,2,0,1,0
495105959,-33.938587896472136,18.874172672421484,131.83319,157.11386,-0.0,1.0896174,1.4109445,131.73404,2,0,1,0
495115962,-33.93858789308973,18.87417267207129,131.83302,157.1137,-0.0,1.0898546,1.4111525,131.7339,2,0,1,0
495125966,-33.9385878899314,18.87417267202477,131.83289,157.11356,-0.0,1.0900941,1.4113616,131.73378,2,0,1,0
495135973,-33.93858788691995,18.874172672241862,131.83276,157.11343,-0.0,1.0903357,1.4115714,131.73367,2,0,1,0
495145982,-33.9385878840693,18.874172672761336,131.83264,157.11331,-0.0,1.0905795,1.4117824,131.7336,2,0,1,0
495155985,-33.938587881420204,18.874172673593524,131.83255,157.11322,-0.0,1.0908257,1.4119941,131.73354,2,0,1,0
495165992,-33.93858787901876,18.8741726745937,131.83249,157.11316,-0.0,1.091074,1.4122069,131.73349,2,0,1,0
