timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
4235578,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.0,99.99,99.99,100,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4434914,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.2,99.99,99.99,100,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4636908,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.5,99.99,99.99,100,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4836907,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.8,99.99,99.99,100,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5036918,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.0,99.99,99.99,100,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5235912,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.5,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5436907,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.8,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5636907,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.2,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5836911,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.5,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6036908,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.8,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6235912,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.0,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6436907,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.5,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6636908,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6836910,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750006.0,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
7037007,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750006.5,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
7236982,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750006.8,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
7437269,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750007.0,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
7636909,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750007.5,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
7837908,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750008.0,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
8037909,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750008.2,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
8237919,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750008.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
8437909,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750009.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
8637909,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750009.5,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
8837913,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750010.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
9036936,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750010.5,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
9236908,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750010.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
9436917,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750011.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
9636916,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750011.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
9836941,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750012.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
10036972,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750012.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
10236942,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750013.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
10436923,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750013.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
10636910,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750014.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
10836986,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750015.2,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
11036976,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750015.8,99.99,99.99,100,24,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
11237091,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750016.2,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
11637383,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750017.5,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
12037909,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750018.8,99.99,99.99,100,23,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
12238928,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750019.5,99.99,99.99,100,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
12435169,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750020.0,99.99,99.99,100,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
12635051,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750020.8,99.99,99.99,100,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
12835277,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750021.2,99.99,99.99,100,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
13038907,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750021.8,99.99,99.99,100,25,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
