timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
1869080,4294967295,1153,11,718,644,912,1098,3256,2083,4041,3155,1987,1454,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1879100,4294967295,1149,8,720,644,912,1074,3226,2083,4041,3158,1986,1462,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1889085,4294967295,1150,10,719,648,912,1063,3230,2066,4041,3148,2000,1461,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1899100,4294967295,1149,8,717,648,913,1060,3247,2086,4041,3150,1987,1466,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1909095,4294967295,1147,9,719,286,912,1049,3206,2083,4040,3146,1995,1467,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1919121,4294967295,1145,10,720,641,913,1060,3250,2070,4040,3157,1986,1461,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1929151,4294967295,1149,11,719,652,912,1062,3240,2069,4040,3160,1999,1459,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1939185,4294967295,1149,8,717,651,912,1053,3206,2083,4037,3145,1999,1455,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1949166,4294967295,1150,11,718,612,912,1059,3241,2068,4038,3154,1986,1459,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1959107,4294967295,1148,9,720,646,912,1070,3214,2082,4038,3147,1987,1456,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1969131,4294967295,1150,11,720,649,912,1067,3257,2067,4038,3154,1985,1458,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1979170,4294967295,1150,10,720,649,912,1059,3249,2082,4041,3155,1999,1454,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1989132,4294967295,1150,9,719,658,912,1054,3223,2068,4038,3140,1999,1464,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1999169,4294967295,1146,11,718,294,912,1052,3256,2069,4037,3145,1998,1456,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2009113,4294967295,1149,8,719,658,912,1060,3216,2068,4041,3156,1986,1453,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2019119,4294967295,1152,10,720,640,912,1064,3257,2068,4039,3156,1989,1456,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2029170,4294967295,1132,10,719,646,912,1052,3251,2068,4037,3155,1986,1458,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
