timestamp,device_id,raw_data[0],raw_data[1],raw_data[2],raw_data[3],raw_data[4],raw_data[5],raw_data[6],raw_data[7],raw_data[8],raw_data[9],raw_data[10],raw_data[11],resolution,v_ref,channel_id[0],channel_id[1],channel_id[2],channel_id[3],channel_id[4],channel_id[5],channel_id[6],channel_id[7],channel_id[8],channel_id[9],channel_id[10],channel_id[11]
1857005,4294967295,1151,10,718,648,905,1010,3256,2067,4038,3154,1963,1518,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1866955,4294967295,1149,10,716,648,905,1053,3196,2068,4037,3146,1962,1522,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1876963,4294967295,1151,11,716,643,906,1049,3248,2083,4040,3150,1963,1526,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1886956,4294967295,1152,10,716,644,906,1045,3244,2068,4041,3156,1975,1526,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1896957,4294967295,1152,10,716,650,905,1037,3219,2082,4041,3144,1962,1528,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1906956,4294967295,1152,10,715,636,905,1037,3254,2067,4038,3146,1977,1521,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1916956,4294967295,1152,8,717,648,906,1036,3201,2065,4037,3153,1962,1517,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1926956,4294967295,1152,9,716,649,906,1037,3239,2066,4040,3153,1963,1526,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1936956,4294967295,1150,11,716,652,905,1037,3242,2085,4040,3156,1964,1533,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1946969,4294967295,1148,9,717,641,905,998,3204,2068,4040,3142,1962,1526,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1957048,4294967295,1152,11,716,649,905,1076,3259,2069,4041,3153,1974,1532,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1967046,4294967295,1152,9,717,645,905,1062,3239,2068,4038,3156,1962,1524,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1977024,4294967295,1150,11,717,646,905,1044,3230,2082,4041,3145,1963,1522,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1987026,4294967295,1152,11,715,649,905,1042,3254,2067,4041,3151,1973,1518,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
1997061,4294967295,1154,0,715,645,905,1028,3211,2068,4040,3139,1965,1521,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2006994,4294967295,1151,10,716,637,905,1033,3249,2068,4043,3161,1973,1519,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2016987,4294967295,1148,10,715,642,905,1028,3205,2080,4041,3149,1962,1522,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2027024,4294967295,1145,11,716,650,906,1028,3246,2067,4041,3136,1973,1518,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2037034,4294967295,1152,10,715,641,905,1004,3246,2068,4040,3147,1976,1520,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2046987,4294967295,1152,10,715,466,905,1052,3233,2067,4041,3150,1963,1516,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2056987,4294967295,1152,10,716,644,905,1042,3257,2086,4041,3152,1973,1517,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
2067045,4294967295,1152,11,717,649,904,1040,3260,2083,4040,3150,1963,1517,4096,3.3,0,1,2,3,4,8,10,11,12,13,14,16
