timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
100429843,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
102416307,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
104487513,3,0,1,3,0,0,1,0,0,0,0,0,0,0
106074297,3,2,2,3,0,0,1,0,1,0,0,0,0,0
128346611,4,-1,0,3,0,0,1,0,0,0,0,0,0,0
