timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
85688404,-33.93860306015087,18.874159080197998,131.83177,158.44803,-0.0,1.6776255,2.134626,131.77324,2,0,1,0
85698407,-33.93860306093027,18.874159070341573,131.83052,158.44678,-0.0,1.6777775,2.1347563,131.77176,2,0,1,0
85708411,-33.938603062028065,18.874159060836625,131.82927,158.44553,-0.0,1.677931,2.134887,131.77026,2,0,1,0
85718415,-33.93860306336065,18.874159051499674,131.828,158.44424,-0.0,1.6780858,2.1350183,131.76875,2,0,1,0
85728419,-33.93860306489372,18.874159042298402,131.82666,158.46223,-0.0,1.6782421,2.1344044,131.76514,2,0,1,0
85738421,-33.93860306655437,18.87415903308679,131.8253,158.46088,-0.0,1.6783997,2.134535,131.7636,2,0,1,0
85748426,-33.93860306835117,18.874159023690396,131.82393,158.4595,-0.0,1.6785588,2.1346662,131.76204,2,0,1,0
85758442,-33.93860307034416,18.874159014329532,131.82257,158.45815,-0.0,1.6787194,2.1347978,131.76047,2,0,1,0
85768432,-33.93860307255585,18.874159004885325,131.82121,158.45679,-0.0,1.6788814,2.1349301,131.75888,2,0,1,0
85778436,-33.93860307293536,18.874159000786392,131.82051,158.45609,-0.0,1.6760694,2.1341748,131.77365,2,0,1,0
85788439,-33.938603073624705,18.87415899666485,131.81981,158.45538,-0.0,1.6762068,2.1343017,131.7721,2,0,1,0
85798443,-33.93860307452632,18.874158992553642,131.81909,158.45467,-0.0,1.6763455,2.134429,131.77052,2,0,1,0
85808448,-33.93860307554801,18.874158988553567,131.81818,158.45375,-0.0,1.6764855,2.1338294,131.76442,2,0,1,0
85818450,-33.938603076654395,18.874158984696926,131.81725,158.45282,-0.0,1.6766268,2.1339557,131.7628,2,0,1,0
85828453,-33.93860307773289,18.874158980825428,131.81631,158.45189,-0.0,1.6767694,2.1340828,131.76118,2,0,1,0
85838458,-33.938603078868226,18.87415897692227,131.81537,158.45094,-0.0,1.6769134,2.1342103,131.75954,2,0,1,0
85848460,-33.938603079987466,18.874158972749036,131.81439,158.44997,-0.0,1.6770587,2.1343386,131.75787,2,0,1,0
85858464,-33.93860308120428,18.874158968502794,131.81342,158.44899,-0.0,1.6772053,2.1344671,131.75621,2,0,1,0
85868468,-33.93860308254437,18.874158964252025,131.81242,158.448,-0.0,1.6773534,2.1345963,131.75455,2,0,1,0
85878472,-33.93860308415891,18.87415896001418,131.81143,158.447,-0.0,1.6775028,2.1347263,131.7529,2,0,1,0
85888475,-33.9386030859525,18.87415895589458,131.81042,158.446,-0.0,1.6776534,2.1348565,131.75125,2,0,1,0
85898479,-33.93860308811059,18.874158951725867,131.80923,158.44481,-0.0,1.6778057,2.1342466,131.74536,2,0,1,0
85908482,-33.93860309038981,18.874158947601092,131.80803,158.4436,-0.0,1.6779592,2.134376,131.74371,2,0,1,0
85918485,-33.93860309301319,18.874158943617815,131.80682,158.4424,-0.0,1.6781142,2.134506,131.74207,2,0,1,0
85928489,-33.93860309573304,18.874158939740504,131.80562,158.46118,-0.0,1.6782706,2.1346366,131.74043,2,0,1,0
85938528,-33.93860309874128,18.874158936071883,131.80441,158.45998,-0.0,1.6784285,2.1347678,131.7388,2,0,1,0
85948496,-33.938603101925345,18.87415893261454,131.8032,158.45877,-0.0,1.6785878,2.1348996,131.73718,2,0,1,0
85958503,-33.93860310529166,18.874158929294175,131.80202,158.45758,-0.0,1.6787486,2.135032,131.73558,2,0,1,0
85968538,-33.93860310875768,18.874158926093987,131.80081,158.45638,-0.0,1.6789109,2.135165,131.734,2,0,1,0
85978519,-33.938603111954606,18.87415892125978,131.80032,158.45589,-0.0,1.6760968,2.1336787,131.75018,2,0,1,0
85988515,-33.938603115223366,18.874158916548982,131.79984,158.4554,-0.0,1.6762344,2.133804,131.74869,2,0,1,0
85998514,-33.93860311855859,18.87415891201199,131.79935,158.45491,-0.0,1.6763734,2.13393,131.74721,2,0,1,0
86008518,-33.938603121871296,18.87415890767141,131.79884,158.4544,-0.0,1.6765136,2.1340566,131.74571,2,0,1,0
86018522,-33.93860312516364,18.874158903502703,131.79836,158.45392,-0.0,1.676655,2.1341836,131.74423,2,0,1,0
86028525,-33.93860312844312,18.87415889952395,131.79788,158.45345,-0.0,1.676798,2.1343114,131.74275,2,0,1,0
86038528,-33.9386031317494,18.87415889565439,131.79744,158.453,-0.0,1.6769421,2.1344397,131.74127,2,0,1,0
86048532,-33.93860313507927,18.874158892113055,131.79701,158.45258,-0.0,1.6770877,2.1345682,131.7398,2,0,1,0
86058535,-33.9386031384295,18.87415888907116,131.79659,158.45215,-0.0,1.6772345,2.1346977,131.73834,2,0,1,0
86068539,-33.938603141853704,18.874158886646306,131.79611,158.45168,-0.0,1.6773828,2.1340916,131.73546,2,0,1,0
86078543,-33.93860314542693,18.874158884914728,131.79562,158.45119,-0.0,1.6775324,2.1342201,131.734,2,0,1,0
86088546,-33.93860314914489,18.874158883894516,131.79515,158.45071,-0.0,1.6776835,2.134349,131.73253,2,0,1,0
86098550,-33.93860315307296,18.87415888349716,131.79466,158.45023,-0.0,1.6778358,2.1344788,131.73108,2,0,1,0
86108554,-33.93860315727872,18.874158883581156,131.79419,158.44975,-0.0,1.6779896,2.1346087,131.72963,2,0,1,0
86118557,-33.93860316174285,18.874158884039247,131.79369,158.44925,-0.0,1.6781449,2.1347394,131.7282,2,0,1,0
86128570,-33.93860316649213,18.874158884771294,131.79318,158.46873,-0.0,1.6783015,2.1348708,131.72676,2,0,1,0
86138572,-33.93860317146012,18.874158885720433,131.79266,158.46822,-0.0,1.6784596,2.1350026,131.72533,2,0,1,0
86148567,-33.93860317656427,18.87415888690863,131.7921,158.46765,-0.0,1.6786191,2.135135,131.72392,2,0,1,0
86158571,-33.938603181814216,18.874158888298417,131.79166,158.46721,-0.0,1.6787802,2.1345184,131.72562,2,0,1,0
86168574,-33.93860318716495,18.874158889893668,131.79117,158.46672,-0.0,1.6789427,2.1346498,131.72426,2,0,1,0
86178578,-33.93860319141787,18.874158891061192,131.79129,158.46684,-0.0,1.6761261,2.133904,131.73874,2,0,1,0
86188582,-33.938603195638635,18.87415889223324,131.79135,158.4669,-0.0,1.676264,2.1340299,131.7375,2,0,1,0
86198585,-33.938603199813286,18.874158893336794,131.79137,158.46692,-0.0,1.6764032,2.1341565,131.7363,2,0,1,0
86208589,-33.93860320395043,18.87415889425815,131.7913,158.46686,-0.0,1.6765437,2.1342838,131.73512,2,0,1,0
86218592,-33.93860320806612,18.874158894851927,131.7912,158.46675,-0.0,1.6766855,2.1344113,131.73401,2,0,1,0
86228596,-33.93860321223434,18.874158895027026,131.79105,158.4666,-0.0,1.6768285,2.1345398,131.73291,2,0,1,0
86238600,-33.93860321640901,18.874158894715602,131.791,158.46655,-0.0,1.676973,2.1339376,131.7365,2,0,1,0
86248603,-33.93860322063192,18.874158893847873,131.79091,158.46646,-0.0,1.6771188,2.134065,131.73546,2,0,1,0
86258607,-33.93860322490199,18.874158892382493,131.79076,158.46631,-0.0,1.6772659,2.134193,131.73444,2,0,1,0
86268610,-33.93860322913132,18.874158890350472,131.79056,158.46611,-0.0,1.6774144,2.1343215,131.73343,2,0,1,0
86278614,-33.93860323332849,18.874158887720153,131.7903,158.46585,-0.0,1.6775644,2.1344507,131.73244,2,0,1,0
86288617,-33.93860323754282,18.874158884477968,131.78998,158.46553,-0.0,1.6777157,2.1345801,131.73145,2,0,1,0
86298621,-33.93860324176358,18.874158880658157,131.78961,158.46516,-0.0,1.6778682,2.1347106,131.73045,2,0,1,0
86308649,-33.93860324603366,18.874158876276876,131.7892,158.46475,-0.0,1.6780224,2.1348412,131.72946,2,0,1,0
86318636,-33.93860325031767,18.874158871427166,131.78873,158.46428,-0.0,1.678178,2.1349726,131.72845,2,0,1,0
86328632,-33.938603254631694,18.874158866220803,131.7884,158.48409,-0.0,1.6783348,2.13436,131.73221,2,0,1,0
86338635,-33.93860325898539,18.87415886079153,131.78802,158.4837,-0.0,1.6784931,2.1344905,131.73119,2,0,1,0
86348639,-33.93860326338519,18.874158855241433,131.78763,158.4833,-0.0,1.678653,2.1346216,131.73016,2,0,1,0
86358642,-33.938603267768904,18.874158849619615,131.78719,158.48286,-0.0,1.6788142,2.1347532,131.72911,2,0,1,0
86368646,-33.93860327205078,18.87415884388667,131.78668,158.48236,-0.0,1.6789769,2.1348853,131.72804,2,0,1,0
86378650,-33.93860327627582,18.874158837952784,131.78615,158.48183,-0.0,1.679141,2.135018,131.72694,2,0,1,0
86388655,-33.938603278967804,18.874158835305668,131.78607,158.48175,-0.0,1.6762782,2.1342566,131.73798,2,0,1,0
86398657,-33.93860328166729,18.87415883216298,131.78593,158.48161,-0.0,1.6764174,2.1343837,131.73688,2,0,1,0
86408663,-33.93860328438392,18.874158828558325,131.78575,158.48143,-0.0,1.6765578,2.1345115,131.73575,2,0,1,0
86418664,-33.938603287094125,18.874158824567942,131.78574,158.48141,-0.0,1.6766994,2.13391,131.74007,2,0,1,0
86428668,-33.93860328980433,18.874158820313298,131.78569,158.48137,-0.0,1.6768425,2.1340368,131.7389,2,0,1,0
86438671,-33.938603292472735,18.87415881581055,131.78561,158.4813,-0.0,1.6769868,2.1341643,131.73772,2,0,1,0
86448718,-33.93860329509502,18.87415881104871,131.78548,158.48116,-0.0,1.6771325,2.1342924,131.73651,2,0,1,0
86458696,-33.93860329763692,18.87415880614343,131.78532,158.481,-0.0,1.6772795,2.1344209,131.73528,2,0,1,0
86468681,-33.938603300145566,18.874158801064997,131.78513,158.4808,-0.0,1.6774278,2.1345499,131.73402,2,0,1,0
86478685,-33.938603302720686,18.874158795746855,131.7849,158.48058,-0.0,1.6775775,2.1346798,131.73274,2,0,1,0
86488740,-33.93860330538588,18.8741587901399,131.78462,158.4803,-0.0,1.6777285,2.13481,131.73145,2,0,1,0
86498689,-33.93860330810251,18.874158784451538,131.78445,158.48013,-0.0,1.677881,2.1342015,131.73338,2,0,1,0
86508696,-33.93860331099497,18.87415877858743,131.78426,158.47993,-0.0,1.6780349,2.1343307,131.73206,2,0,1,0
86518699,-33.938603313975335,18.874158772585055,131.78403,158.4797,-0.0,1.6781901,2.1344607,131.73073,2,0,1,0
86528705,-33.938603317021105,18.87415876647672,131.78377,158.47945,-0.0,1.6783469,2.1345913,131.72939,2,0,1,0
86538707,-33.93860332012798,18.874158760292786,131.78348,158.49933,-0.0,1.678505,2.1347225,131.72803,2,0,1,0
86548710,-33.93860332317803,18.874158754093347,131.78316,158.49901,-0.0,1.6786644,2.134854,131.72665,2,0,1,0
