timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
85688404,0.0,-0.0,-2.9880247,0.0,-0.07670855,0.0,0.0,0.99705356,0.0,0.0,-0.001,0,0,0,0,0
85708411,0.0,-0.0,-2.9827843,0.0,-0.07932078,0.0,0.0,0.9968492,0.0,0.0,-0.001,0,0,0,0,0
85728419,0.0,-0.0,-2.9797845,0.0,-0.08081585,0.0,0.0,0.996729,0.0,0.0,-0.001,0,0,0,0,0
85748426,0.0,-0.0,-2.977768,0.0,-0.081820786,0.0,0.0,0.99664706,0.0,0.0,-0.001,0,0,0,0,0
85768432,0.0,-0.0,-2.9769363,0.0,-0.08223519,0.0,0.0,0.99661297,0.0,0.0,-0.001,0,0,0,0,0
85788439,0.0,-0.0,-2.9776986,0.0,-0.081855364,0.0,0.0,0.99664426,0.0,0.0,-0.001,0,0,0,0,0
85808448,0.0,-0.0,-2.9799533,0.0,-0.08073173,0.0,0.0,0.9967359,0.0,0.0,-0.001,0,0,0,0,0
85828453,0.0,-0.0,-2.982391,0.0,-0.07951674,0.0,0.0,0.99683356,0.0,0.0,-0.001,0,0,0,0,0
85848460,0.0,-0.0,-2.9830096,0.0,-0.079208486,0.0,0.0,0.99685806,0.0,0.0,-0.001,0,0,0,0,0
85868468,0.0,-0.0,-2.9816153,0.0,-0.07990341,0.0,0.0,0.9968026,0.0,0.0,-0.001,0,0,0,0,0
85888475,0.0,-0.0,-2.980155,0.0,-0.0806312,0.0,0.0,0.99674404,0.0,0.0,-0.001,0,0,0,0,0
85908482,0.0,-0.0,-2.9792025,0.0,-0.08110589,0.0,0.0,0.99670553,0.0,0.0,-0.001,0,0,0,0,0
85928489,0.0,-0.0,-2.9796207,0.0,-0.08089749,0.0,0.0,0.99672246,0.0,0.0,-0.001,0,0,0,0,0
85948496,0.0,-0.0,-2.982083,0.0,-0.079670265,0.0,0.0,0.9968213,0.0,0.0,-0.001,0,0,0,0,0
85968538,0.0,-0.0,-2.9858253,0.0,-0.07780497,0.0,0.0,0.9969686,0.0,0.0,-0.001,0,0,0,0,0
85988515,0.0,-0.0,-2.9899483,0.0,-0.07574956,0.0,0.0,0.9971269,0.0,0.0,-0.001,0,0,0,0,0
86008518,0.0,-0.0,-2.9940119,0.0,-0.07372344,0.0,0.0,0.99727875,0.0,0.0,-0.001,0,0,0,0,0
86028525,0.0,-0.0,-2.9979982,0.0,-0.071735546,0.0,0.0,0.9974237,0.0,0.0,-0.001,0,0,0,0,0
86048532,0.0,-0.0,-3.0006502,0.0,-0.07041293,0.0,0.0,0.99751794,0.0,0.0,-0.001,0,0,0,0,0
86068539,0.0,-0.0,-3.0020468,0.0,-0.06971632,0.0,0.0,0.9975668,0.0,0.0,-0.001,0,0,0,0,0
86088546,0.0,-0.0,-3.0030792,0.0,-0.069201395,0.0,0.0,0.99760276,0.0,0.0,-0.001,0,0,0,0,0
