timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
85529962,1619012357199558,-339386030,188741592,128453,159760,0.18300001,0.58066523,0.71800005,0.90400004,0.59999996,0.96,95,10,0.106000006,-0.05,-0.093,-0.024,4.5989547,0,nan,0.0,3,1,17
85723163,1619012357399558,-339386030,188741591,128457,159764,0.22100002,0.5806757,0.71800005,0.90500003,0.59999996,0.96,95,10,0.038000003,0.036000002,0.011000001,0.039,4.5989547,0,nan,0.0,3,1,17
85923087,1619012357599557,-339386031,188741590,128454,159761,0.18300001,0.5806843,0.71900004,0.906,0.59999996,0.96,95,10,0.078,-0.016,-0.076000005,0.002,4.5989547,0,nan,0.0,3,1,17
86122958,1619012357799557,-339386031,188741589,128465,159773,0.16600001,0.5806921,0.72,0.906,0.59999996,0.96,95,10,0.052,-0.027,-0.045,0.014,4.5989547,0,nan,0.0,3,1,17
86324229,1619012357999558,-339386032,188741589,128474,159782,0.22200002,0.5807026,0.72,0.906,0.59999996,0.96,95,6,0.075,-0.031000001,0.069000006,0.023000002,4.5989547,0,nan,0.0,3,1,17
86525969,1619012358199557,-339386032,188741589,128485,159793,0.193,0.58071184,0.721,0.906,0.59999996,0.96,95,6,0.053000003,-0.019000001,-0.049000002,0.056,4.5989547,0,nan,0.0,3,1,17
86721961,1619012358399557,-339386032,188741587,128504,159812,0.19900002,0.58072126,0.721,0.906,0.59999996,0.96,95,6,0.062000003,0.001,-0.062000003,-0.006,4.5989547,0,nan,0.0,3,1,17
86925961,1619012358599557,-339386033,188741586,128503,159810,0.18300001,0.58072984,0.721,0.906,0.59999996,0.96,95,6,0.042000003,0.037,0.019000001,0.016,4.5989547,0,nan,0.0,3,1,17
87124975,1619012358799557,-339386032,188741586,128519,159826,0.163,0.5807377,0.721,0.90500003,0.59999996,0.96,95,6,0.058000002,0.039,0.043,0.003,4.5989547,0,nan,0.0,3,1,17
87323961,1619012358999558,-339386032,188741585,128538,159846,0.16600001,0.5807455,0.72200006,0.90500003,0.59999996,0.96,95,2,0.07700001,-0.037,-0.067,0.034,4.5989547,0,nan,0.0,3,1,17
87525027,1619012359199557,-339386033,188741583,128550,159857,0.187,0.5807543,0.72200006,0.90500003,0.59999996,0.96,95,2,0.040000003,-0.040000003,0.0,0.017,4.5989547,0,nan,0.0,3,1,17
87725037,1619012359399557,-339386034,188741582,128557,159864,0.21400002,0.5807644,0.72200006,0.90500003,0.59999996,0.96,95,2,0.048,0.047000002,0.011000001,0.054,4.5989547,0,nan,0.0,3,1,17
87926080,1619012359599557,-339386034,188741581,128566,159874,0.21000001,0.58077437,0.72200006,0.90500003,0.62,0.96,95,2,0.058000002,0.033,-0.048,0.0050000004,4.5989547,0,nan,0.0,3,1,16
88123126,1619012359799557,-339386033,188741579,128577,159884,0.22800002,0.58078516,0.72300005,0.90500003,0.62,0.96,95,2,0.047000002,0.043,-0.021000002,0.105000004,4.5989547,0,nan,0.0,3,1,16
88324997,1619012359999558,-339386034,188741578,128591,159899,0.21700001,0.5807953,0.72300005,0.90500003,0.62,0.96,95,2,0.016,0.0,-0.016,0.031000001,4.5989547,0,nan,0.0,3,1,16
88525096,1619012360199557,-339386035,188741577,128602,159909,0.21400002,0.5808054,0.72300005,0.90400004,0.62,0.96,95,2,0.033,-0.023000002,0.024,0.004,4.5989547,0,nan,0.0,3,1,16
88725166,1619012360399557,-339386036,188741576,128622,159929,0.216,0.58081573,0.72300005,0.90400004,0.59999996,0.96,95,2,0.047000002,-0.042000003,0.021000002,0.023000002,4.5989547,0,nan,0.0,3,1,17
88925962,1619012360599557,-339386037,188741577,128641,159948,0.194,0.5808248,0.72300005,0.90400004,0.59999996,0.96,95,2,0.09200001,0.025,0.08800001,0.051000003,4.5989547,0,nan,0.0,3,1,17
89125211,1619012360799557,-339386037,188741578,128666,159974,0.19100001,0.58083385,0.72300005,0.90300006,0.59999996,0.96,95,2,0.097,-0.010000001,0.096,-0.002,4.5989547,0,nan,0.0,3,1,17
89325345,1619012360999558,-339386039,188741580,128688,159995,0.178,0.5808431,0.72200006,0.90200007,0.59999996,0.96,95,2,0.17500001,0.006,0.17500001,-0.086,4.5989547,0,nan,0.0,3,1,17
89522961,1619012361199557,-339386040,188741584,128710,160017,0.177,0.58085275,0.72200006,0.90200007,0.59999996,0.96,95,2,0.20400001,-0.006,0.20400001,-0.035,4.5989547,0,nan,0.0,3,1,17
89727046,1619012361399557,-339386041,188741585,128730,160037,0.21300001,0.5808628,0.721,0.90000004,0.59999996,0.96,95,2,0.11100001,-0.09,0.066,0.075,4.5989547,0,nan,0.0,3,1,17
89925962,1619012361599557,-339386045,188741585,128711,160018,0.202,0.67800605,0.72,0.89900005,0.59999996,0.96,95,2,0.252,-0.24800001,0.043,0.25800002,3.909918,0,nan,0.0,3,1,17
90125104,1619012361799557,-339386051,188741586,128620,159928,0.22200002,0.62909865,0.72,0.89800006,0.59999996,0.96,95,2,0.31800002,-0.317,0.030000001,0.48600003,3.4458206,0,nan,0.0,3,1,17
90329205,1619012361999558,-339386058,188741585,128531,159839,0.21400002,0.6096517,0.721,0.89900005,0.59999996,0.96,95,8,0.365,-0.36100003,-0.057000004,0.47400004,3.3691292,0,nan,0.0,3,1,17
90523970,1619012362199557,-339386061,188741582,128483,159790,0.22900002,0.6096697,0.72200006,0.90000004,0.59999996,0.96,95,8,0.13900001,0.047000002,-0.13100001,0.374,3.3691292,0,nan,0.0,3,1,17
90733089,1619012362399557,-339386060,188741579,128450,159757,0.22000001,0.60967964,0.72200006,0.90000004,0.59999996,0.96,95,8,0.13000001,0.083000004,-0.101,0.15200001,3.3691292,0,nan,0.0,3,1,17
90923962,1619012362599557,-339386055,188741575,128461,159768,0.231,0.3421063,0.72200006,0.901,0.59999996,0.96,95,8,0.48700002,0.441,-0.20700002,-0.126,5.250917,0,nan,0.0,3,1,17
91124964,1619012362799557,-339386046,188741571,128487,159795,0.2,0.256499,0.72200006,0.901,0.59999996,0.96,95,8,0.66400003,0.657,-0.098000005,-0.20700002,5.81691,0,nan,0.0,3,1,17
91323083,1619012362999558,-339386034,188741569,128549,159857,0.20300001,0.29614887,0.72200006,0.90200007,0.59999996,0.96,95,7,0.587,0.58500004,-0.054,-0.20300001,5.977376,0,nan,0.0,3,1,17
91523050,1619012363199557,-339386026,188741568,128609,159916,0.215,0.55328697,0.72200006,0.90400004,0.59999996,0.96,95,7,0.367,0.36600003,0.026,-0.238,6.0611324,0,nan,0.0,3,1,17
91724024,1619012363399557,-339386021,188741571,128659,159967,0.208,0.7118194,0.72300005,0.906,0.59999996,0.96,95,7,0.335,0.165,0.291,-0.30400002,0.2595507,0,nan,0.0,3,1,17
91923960,1619012363599557,-339386019,188741575,128719,160027,0.23,0.71183217,0.725,0.90900004,0.59999996,0.96,95,7,0.19800001,0.091000006,0.17600001,-0.264,0.2595507,0,nan,0.0,3,1,17
92119959,1619012363799557,-339386019,188741578,128777,160084,0.24100001,0.71184474,0.72700006,0.91,0.59999996,0.96,95,7,0.14400001,-0.019000001,0.142,-0.29700002,0.2595507,0,nan,0.0,3,1,17
92320040,1619012363999558,-339386021,188741581,128825,160133,0.23300001,0.63447917,0.72800004,0.9110001,0.59999996,0.96,95,2,0.238,-0.149,0.186,-0.367,1.3657608,0,nan,0.0,3,1,17
92525964,1619012364199557,-339386023,188741584,128924,160231,0.23900001,0.63450766,0.72900003,0.91,0.59999996,0.96,95,2,0.135,-0.062000003,0.119,-0.646,1.3657608,0,nan,0.0,3,1,17
92723964,1619012364399557,-339386025,188741586,129024,160331,0.24700001,0.6402681,0.731,0.91,0.59999996,0.96,95,2,0.24800001,-0.16900001,0.18200001,-0.56600004,1.8376569,0,nan,0.0,3,1,17
