timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
85693927,-0.17155589,-0.05923483,-0.00041453165,0.0,0.0,-0.001
85698929,-0.1689201,-0.0587244,-0.0018070533,0.0,0.0,-0.001
85703918,-0.16614746,-0.05798514,-0.0031132153,0.0,0.0,-0.001
85709035,-0.16349201,-0.056993272,-0.0042763734,0.0,0.0,-0.001
85714023,-0.1610862,-0.055683006,-2.1352156e-05,0.0,0.0,-0.001
85719023,-0.15888032,-0.05441209,-0.0008341168,0.0,0.0,-0.001
85724019,-0.15684141,-0.053113207,-0.0015325915,0.0,0.0,-0.001
85729038,-0.15482068,-0.05180584,-0.002170491,0.0,0.0,-0.001
85734000,-0.15306532,-0.050529204,0.0002159777,0.0,0.0,-0.001
85739002,-0.15165554,-0.049502656,-0.0003475396,0.0,0.0,-0.001
85744003,-0.15052336,-0.0486094,-0.0008451864,0.0,0.0,-0.001
85749047,-0.14958227,-0.047817603,-0.0012771212,0.0,0.0,-0.001
85754048,-0.14873354,-0.04702875,0.00036462542,0.0,0.0,-0.001
85758982,-0.14816597,-0.046289105,9.206103e-05,0.0,0.0,-0.001
85763949,-0.14790447,-0.045501363,-7.0259855e-05,0.0,0.0,-0.001
85768964,-0.14794372,-0.04463837,-0.00014909946,0.0,0.0,-0.001
85774002,-0.14809795,-0.043702304,0.0006870737,0.0,0.0,-0.001
85778984,-0.1481516,-0.042662833,0.0007637716,0.0,0.0,-0.001
85783962,-0.14817214,-0.0414445,0.0009951452,0.0,0.0,-0.001
85788973,-0.14820452,-0.04008808,0.0013759237,0.0,0.0,-0.001
85794017,-0.14832415,-0.03867112,0.001111912,0.0,0.0,-0.001
85799024,-0.14839955,-0.03724373,0.0016415335,0.0,0.0,-0.001
85803973,-0.14831558,-0.035937946,0.002195694,0.0,0.0,-0.001
85808977,-0.14809486,-0.034746833,0.002786054,0.0,0.0,-0.001
85813977,-0.14766183,-0.033779755,0.0012015894,0.0,0.0,-0.001
85819017,-0.14733289,-0.03290708,0.0018774578,0.0,0.0,-0.001
85823970,-0.14697558,-0.032287728,0.0024649224,0.0,0.0,-0.001
85828981,-0.14648773,-0.031909227,0.0029203114,0.0,0.0,-0.001
85833978,-0.14597684,-0.031803392,0.0008423099,0.0,0.0,-0.001
85839054,-0.14545965,-0.031779103,0.0010952747,0.0,0.0,-0.001
85844087,-0.14527486,-0.03191705,0.0012099594,0.0,0.0,-0.001
85849040,-0.14539142,-0.03222326,0.0011022782,0.0,0.0,-0.001
85854036,-0.14541216,-0.032611795,0.00023152279,0.0,0.0,-0.001
85859060,-0.14515078,-0.032928888,-7.521481e-05,0.0,0.0,-0.001
85864074,-0.14499128,-0.033361983,-0.000436074,0.0,0.0,-0.001
85869040,-0.14513572,-0.033925913,-0.0008854775,0.0,0.0,-0.001
85874026,-0.14490354,-0.03432986,0.00011958947,0.0,0.0,-0.001
85879095,-0.1440431,-0.03460233,-0.00020054376,0.0,0.0,-0.001
85884029,-0.14321823,-0.03495644,-0.0005546672,0.0,0.0,-0.001
85889095,-0.14283021,-0.035383057,-0.0009380231,0.0,0.0,-0.001
85894033,-0.14234884,-0.035547003,0.00025560215,0.0,0.0,-0.001
85899061,-0.14152128,-0.035601337,4.718355e-05,0.0,0.0,-0.001
85904054,-0.14114356,-0.035994362,-0.00020928835,0.0,0.0,-0.001
85909080,-0.14103432,-0.03639151,-0.00042213735,0.0,0.0,-0.001
85914064,-0.14066775,-0.036311276,0.00050558115,0.0,0.0,-0.001
85919064,-0.14046925,-0.036434654,0.0005590549,0.0,0.0,-0.001
85924095,-0.14083712,-0.037027113,0.0006452598,0.0,0.0,-0.001
85929061,-0.14092997,-0.037209503,0.0009598403,0.0,0.0,-0.001
