timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
87999227,3.0079389,3.7977512,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88009233,2.7711146,3.6190412,-2.5123036,-1.2556665,0.0009706068,1.2576077,2.5142448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88019235,2.4987562,3.553336,-2.5111775,-1.2545404,0.002096774,1.2587339,2.5153708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88029238,-2.8116384,3.6440098,-2.510061,-1.2534239,0.0032132072,1.2598503,2.5164874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88039242,2.0994875,3.7279482,-2.5088665,-1.2522293,0.004407805,1.2610449,2.5176818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88049246,2.847068,3.6607597,-2.5076523,-1.2510152,0.0056219986,1.2622591,2.518896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88059250,1.8871828,3.9424722,-2.5067544,-1.2501171,0.0065200264,1.2631571,2.519794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88069277,2.821332,3.643345,-2.5056834,-1.2490462,0.007590901,1.264228,2.520865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88079258,2.8716102,3.6754725,-2.5048048,-1.2481676,0.008469555,1.2651067,2.5217438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88089260,1.5596008,3.6393867,-2.504114,-1.2474767,0.009160433,1.2657974,2.5224345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88099263,1.8728646,3.920481,-2.5031934,-1.246556,0.010081094,1.266718,2.523355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88109269,1.2443142,3.5535963,-2.5026164,-1.245979,0.010658133,1.267295,2.523932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88119273,1.1467944,3.5677664,-2.5018852,-1.2452476,0.01138946,1.2680262,2.524663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88129274,1.4006054,3.5704174,-2.5010161,-1.2443784,0.012258679,1.2688954,2.5255322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88139277,1.4313935,3.5793126,-2.5005112,-1.2438734,0.012763794,1.2694005,2.5260372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88149282,1.262747,3.5531235,-2.4999661,-1.2433285,0.013308646,1.2699454,2.5265818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88159285,1.29691,3.5537696,-2.499402,-1.2427642,0.013872937,1.2705096,2.527146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88169288,1.4109461,3.5727806,-2.4993477,-1.2427096,0.013927544,1.2705641,2.5272007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88179293,1.273588,3.553083,-2.49921,-1.242572,0.014065215,1.2707018,2.5273383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
88189295,-1.8560332,3.9297426,-2.4988518,-1.2422293,0.014402821,1.2710518,2.527701,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88199299,-1.8554704,3.929273,-2.4986725,-1.2420502,0.014582031,1.2712309,2.5278802,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88209303,-1.8548282,3.928844,-2.498381,-1.2417585,0.014873637,1.2715226,2.5281718,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88219306,-1.8574326,3.932327,-2.4981523,-1.2415297,0.015102469,1.2717515,2.5284007,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88229310,-1.8567733,3.9313087,-2.4983206,-1.2416983,0.014933963,1.271583,2.528232,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88239321,-1.8561698,3.930487,-2.4983864,-1.2417642,0.014868106,1.2715172,2.5281663,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88249316,-1.8583533,3.9335866,-2.4980536,-1.2414311,0.01520115,1.2718503,2.5284994,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88259339,-1.8597239,3.935574,-2.4978168,-1.2411942,0.015438023,1.2720871,2.5287364,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88269363,-1.8583394,3.9339225,-2.4977694,-1.2411468,0.015485474,1.2721345,2.5287836,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
88279341,-1.8554213,3.930576,-2.497569,-1.2409463,0.015685856,1.2723347,2.5289836,-0.0083951205,-0.010491159,-0.011908425,-0.010688342,-0.008516971,-0.025962107,-0.025152925,-0.026896335,-0.028782994,-0.028205615,0.20000535,0.20000547,0.19999802,0.1999933,0.19999784
