timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
32499619,-2.915178,3.711853,-2.4972925,-1.2419829,0.01640413,1.2754501,2.5318265,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32509629,-2.9136574,3.7118347,-2.495795,-1.2404855,0.017901136,1.2769471,2.5333238,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32519627,-2.9123843,3.711841,-2.494515,-1.2392056,0.01918115,1.2782271,2.5346036,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32529686,-2.9110966,3.7118282,-2.4932444,-1.237935,0.020451473,1.2794974,2.5358741,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32539669,-2.9099782,3.7118258,-2.49213,-1.2368207,0.021565797,1.2806118,2.5369885,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32549647,-2.909014,3.711824,-2.4911685,-1.2358593,0.022527391,1.2815737,2.5379505,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32559641,-2.908304,3.7118137,-2.4904711,-1.2351623,0.023224555,1.282271,2.538648,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32569643,-2.9075034,3.7118034,-2.4896839,-1.2343752,0.02401167,1.2830584,2.5394354,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32579650,-2.9065511,3.7117698,-2.4887717,-1.2334635,0.02492341,1.2839707,2.540348,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32589656,-2.9056032,3.7117686,-2.4878254,-1.2325176,0.025869705,1.2849176,2.5412948,-0.05723913,-0.1596927,-0.21281965,-0.14320129,-0.047047272,0.020221267,0.042793516,-0.047670137,-0.12615159,-0.08419306,0.20103556,0.19987825,0.19889143,0.19943455,0.20076025
32599655,-2.9821815,3.7350752,-2.489969,-1.2376415,0.026189659,1.2915888,2.546429,-0.0066574514,-0.09761834,-0.25620627,-0.26270312,-0.10837269,0.08692722,0.22378358,0.17943878,0.014823459,-0.041958384,0.20379488,0.19920433,0.19574302,0.19813411,0.20312375
32609663,-2.9812756,3.7350912,-2.4890482,-1.2367203,0.027111318,1.29251,2.54735,-0.0066574514,-0.09761834,-0.25620627,-0.26270312,-0.10837269,0.08692722,0.22378358,0.17943878,0.014823459,-0.041958384,0.20379488,0.19920433,0.19574302,0.19813411,0.20312375
