timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
17442104,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
44075283,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
47228536,2,-1,0,3,0,0,1,0,0,0,0,0,0,0
50000491,2,0,1,3,0,0,1,0,0,0,0,0,0,0
51613086,2,1,2,3,0,0,1,0,0,0,0,0,0,0
51621338,2,2,2,3,0,0,1,0,1,0,0,0,0,0
81296110,3,-1,0,3,0,0,1,0,0,0,0,0,0,0
