timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
31321614,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
31829074,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32336204,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
33353074,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
35380139,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36400173,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
37413054,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
38427381,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
39343327,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
40355212,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
41369993,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
42384993,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
43397992,1940328,305070127,304152591,305070127,15,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
44282037,44271091,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
45297067,44271091,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
46311192,44271091,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
