timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
31485481,-0.084081106,0.052247647,-0.20866959
31496809,-0.093001865,0.04934183,-0.21181455
31507957,-0.090028286,0.052247647,-0.22124943
31519209,-0.093001865,0.052247647,-0.21810448
31530587,-0.090028286,0.052247647,-0.21495953
31541728,-0.093001865,0.04934183,-0.21181455
31552956,-0.090028286,0.04934183,-0.21181455
31564348,-0.090028286,0.04934183,-0.21810448
31575541,-0.093001865,0.04934183,-0.21495953
31586727,-0.08705469,0.052247647,-0.21810448
31598027,-0.090028286,0.04934183,-0.21810448
31609295,-0.093001865,0.04934183,-0.20866959
31620531,-0.08705469,0.052247647,-0.21810448
31631778,-0.093001865,0.04934183,-0.21181455
31643038,-0.08705469,0.04934183,-0.21495953
31654294,-0.08705469,0.052247647,-0.21181455
31665495,-0.090028286,0.04934183,-0.21495953
31676808,-0.08705469,0.052247647,-0.21495953
31688071,-0.093001865,0.04934183,-0.21181455
31699311,-0.084081106,0.052247647,-0.21810448
31710625,-0.090028286,0.04934183,-0.21810448
31721787,-0.090028286,0.046436016,-0.22124943
31733081,-0.08705469,0.052247647,-0.21495953
31744387,-0.093001865,0.046436016,-0.21181455
31755582,-0.090028286,0.04934183,-0.22124943
31766790,-0.08705469,0.046436016,-0.22124943
31778161,-0.08705469,0.046436016,-0.21495953
31789359,-0.084081106,0.046436016,-0.22439441
31800561,-0.090028286,0.04934183,-0.20866959
31811918,-0.08705469,0.04934183,-0.21181455
31823170,-0.084081106,0.046436016,-0.21810448
31834311,-0.084081106,0.046436016,-0.21495953
31845561,-0.084081106,0.04934183,-0.22124943
31856944,-0.08705469,0.046436016,-0.21495953
31868121,-0.084081106,0.046436016,-0.22124943
31879329,-0.084081106,0.04934183,-0.22124943
31890698,-0.084081106,0.04934183,-0.22124943
31901901,-0.084081106,0.04934183,-0.22124943
31913114,-0.084081106,0.046436016,-0.21810448
31924392,-0.08110753,0.04934183,-0.21810448
31935642,-0.084081106,0.04934183,-0.21810448
31946892,-0.08705469,0.04934183,-0.22124943
31958148,-0.08110753,0.04934183,-0.21810448
31969397,-0.08705469,0.04934183,-0.21181455
31980667,-0.07813393,0.04934183,-0.22439441
31991873,-0.08110753,0.04934183,-0.22124943
32003165,-0.07813393,0.046436016,-0.21810448
32014375,-0.07813393,0.04934183,-0.22124943
32025664,-0.084081106,0.046436016,-0.21810448
32036927,-0.07516035,0.046436016,-0.22439441
32048149,-0.08110753,0.04934183,-0.22124943
32059433,-0.08110753,0.046436016,-0.22439441
32070773,-0.08110753,0.04934183,-0.23068433
32081919,-0.07813393,0.04934183,-0.22124943
32093156,-0.07516035,0.04934183,-0.2338293
32104527,-0.07813393,0.046436016,-0.23068433
32115684,-0.07516035,0.046436016,-0.22753938
32126927,-0.07516035,0.04934183,-0.2338293
32138166,-0.08110753,0.046436016,-0.22753938
32149471,-0.07516035,0.046436016,-0.22439441
32160672,-0.07813393,0.04934183,-0.22439441
32171927,-0.08110753,0.04934183,-0.22753938
32183297,-0.07218676,0.052247647,-0.22439441
32194485,-0.08110753,0.04934183,-0.22124943
32205681,-0.07218676,0.046436016,-0.22439441
32217003,-0.07516035,0.04934183,-0.23697425
32228248,-0.07516035,0.046436016,-0.2338293
32239446,-0.07218676,0.04934183,-0.23068433
32250757,-0.07516035,0.04934183,-0.22439441
32262062,-0.06921318,0.04934183,-0.2338293
32273253,-0.07218676,0.052247647,-0.2338293
32284487,-0.07218676,0.052247647,-0.23068433
32295755,-0.06921318,0.055153467,-0.2338293
32307012,-0.07516035,0.055153467,-0.2401192
32318287,-0.06921318,0.058059286,-0.23697425
32329517,-0.07218676,0.058059286,-0.23068433
32340730,-0.06921318,0.055153467,-0.22753938
32352093,-0.06921318,0.060965106,-0.2401192
32363280,-0.07218676,0.055153467,-0.22439441
32374489,-0.06921318,0.058059286,-0.22753938
32385788,-0.06921318,0.058059286,-0.23068433
32397114,-0.06921318,0.058059286,-0.22439441
32408297,-0.06921318,0.058059286,-0.2338293
32419525,-0.06921318,0.058059286,-0.22124943
32430898,-0.066239595,0.058059286,-0.22439441
32442063,-0.06921318,0.060965106,-0.23068433
32453262,-0.066239595,0.058059286,-0.2338293
32464520,-0.066239595,0.060965106,-0.23068433
32475895,-0.06921318,0.058059286,-0.2338293
32487043,-0.063266,0.058059286,-0.22753938
32498279,-0.063266,0.060965106,-0.23068433
32509654,-0.063266,0.058059286,-0.23068433
32520857,-0.063266,0.058059286,-0.2401192
32532073,-0.06921318,0.058059286,-0.23068433
32543360,-0.063266,0.058059286,-0.22439441
32554616,-0.063266,0.058059286,-0.23068433
32565813,-0.066239595,0.060965106,-0.23068433
