timestamp,timestamp_sample,device_id,error_count,pressure,temperature
1836595,1835522,6780433,0,1006.31836,23.699999
1879741,1878821,6780433,0,1006.32874,23.699999
1923127,1922141,6780433,0,1006.34686,23.71
1966345,1965426,6780433,0,1006.3061,23.71
2009645,2008721,6780433,0,1006.30347,23.71
2052997,2052021,6780433,0,1006.31616,23.71
2096310,2095390,6780433,0,1006.31647,23.72
2139712,2138653,6780433,0,1006.31647,23.72
2182933,2181921,6780433,0,1006.3371,23.73
2226197,2225244,6780433,0,1006.3293,23.72
2269463,2268525,6780433,0,1006.30115,23.72
2312741,2311821,6780433,0,1006.3165,23.72
2356096,2355171,6780433,0,1006.32684,23.73
2399353,2398423,6780433,0,1006.3191,23.73
2442646,2441726,6780433,0,1006.31415,23.73
2485975,2485046,6780433,0,1006.345,23.73
2529287,2528323,6780433,0,1006.35,23.73
2572727,2571790,6780433,0,1006.3221,23.74
2615884,2614921,6780433,0,1006.34503,23.74
2659301,2658246,6780433,0,1006.3347,23.73
2702500,2701541,6780433,0,1006.32715,23.74
2745743,2744822,6780433,0,1006.36066,23.75
2789045,2788123,6780433,0,1006.33746,23.74
2832384,2831421,6780433,0,1006.34766,23.74
2875704,2874721,6780433,0,1006.35034,23.75
2919053,2918100,6780433,0,1006.31464,23.75
2962243,2961321,6780433,0,1006.3683,23.75
3005614,3004621,6780433,0,1006.3735,23.75
3048843,3047923,6780433,0,1006.35034,23.75
3092235,3091250,6780433,0,1006.35815,23.75
3135442,3134521,6780433,0,1006.3633,23.75
3178784,3177821,6780433,0,1006.3555,23.75
3222043,3221123,6780433,0,1006.3735,23.75
3265346,3264422,6780433,0,1006.3862,23.75
3308641,3307721,6780433,0,1006.34546,23.75
3351948,3351022,6780433,0,1006.3608,23.75
3395438,3394519,6780433,0,1006.35565,23.75
3438557,3437635,6780433,0,1006.3787,23.75
3481975,3480922,6780433,0,1006.3686,23.75
3525174,3524247,6780433,0,1006.3583,23.75
3568442,3567520,6780433,0,1006.38116,23.75
3611801,3610852,6780433,0,1006.3532,23.75
3655041,3654122,6780433,0,1006.3532,23.75
3698388,3697434,6780433,0,1006.3862,23.75
3741757,3740799,6780433,0,1006.3865,23.76
3784943,3784021,6780433,0,1006.3815,23.76
3828318,3827320,6780433,0,1006.3941,23.76
3871542,3870622,6780433,0,1006.40436,23.76
3914844,3913923,6780433,0,1006.3966,23.76
3958164,3957243,6780433,0,1006.4222,23.76
4001577,4000545,6780433,0,1006.40186,23.76
4044744,4043824,6780433,0,1006.40436,23.76
4088098,4087129,6780433,0,1006.4018,23.76
4131342,4130421,6780433,0,1006.40436,23.76
4174694,4173722,6780433,0,1006.3993,23.76
4218069,4217141,6780433,0,1006.40936,23.76
4261241,4260321,6780433,0,1006.4119,23.76
4304742,4303623,6780433,0,1006.39404,23.75
4347840,4346921,6780433,0,1006.4043,23.76
4391261,4390263,6780433,0,1006.4041,23.75
4434479,4433528,6780433,0,1006.42224,23.76
4477741,4476821,6780433,0,1006.43,23.76
4521101,4520146,6780433,0,1006.4196,23.75
4564403,4563483,6780433,0,1006.42725,23.76
4607642,4606721,6780433,0,1006.44006,23.76
4651062,4650021,6780433,0,1006.4196,23.76
4694244,4693322,6780433,0,1006.4375,23.76
4737543,4736622,6780433,0,1006.4323,23.76
4780843,4779921,6780433,0,1006.42725,23.76
4824224,4823266,6780433,0,1006.4144,23.76
4867482,4866527,6780433,0,1006.4144,23.76
4910789,4909837,6780433,0,1006.4144,23.76
4954055,4953135,6780433,0,1006.4247,23.76
4997403,4996421,6780433,0,1006.4223,23.76
5040813,5039857,6780433,0,1006.4043,23.76
5083983,5083032,6780433,0,1006.3966,23.76
5127473,5126321,6780433,0,1006.4018,23.76
5170550,5169621,6780433,0,1006.4172,23.76
5213938,5212950,6780433,0,1006.39404,23.76
5257165,5256245,6780433,0,1006.4144,23.76
5300471,5299521,6780433,0,1006.41724,23.769999
5343749,5342828,6780433,0,1006.4069,23.76
5387161,5386201,6780433,0,1006.3839,23.76
5430345,5429423,6780433,0,1006.39154,23.76
5473741,5472722,6780433,0,1006.3661,23.76
5516942,5516022,6780433,0,1006.3739,23.76
5560244,5559323,6780433,0,1006.3762,23.76
5603542,5602621,6780433,0,1006.3585,23.76
5646947,5645956,6780433,0,1006.35583,23.76
5690172,5689251,6780433,0,1006.3686,23.76
5733486,5732527,6780433,0,1006.3687,23.76
5776748,5775821,6780433,0,1006.3432,23.76
5820091,5819125,6780433,0,1006.356,23.76
5863524,5862562,6780433,0,1006.37146,23.769999
5906641,5905721,6780433,0,1006.3407,23.76
5950161,5949025,6780433,0,1006.3508,23.76
5993321,5992342,6780433,0,1006.32513,23.76
6036581,6035621,6780433,0,1006.3201,23.76
6079843,6078922,6780433,0,1006.3279,23.76
6123178,6122250,6780433,0,1006.31757,23.76
6166441,6165521,6780433,0,1006.3279,23.76
6209873,6208875,6780433,0,1006.3254,23.76
6253041,6252121,6780433,0,1006.3176,23.76
6296411,6295421,6780433,0,1006.3203,23.76
6339705,6338722,6780433,0,1006.32544,23.769999
6382946,6382021,6780433,0,1006.35864,23.769999
6426245,6425320,6780433,0,1006.3254,23.76
6469585,6468662,6780433,0,1006.346,23.769999
