timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
10417503,0.0,0.0,0.016562123,0.0,0.9999657,0.0,0.0,0.008280966,0.0,0.0,-0.0,0,0,0,0,0
10422454,0.0,0.0,0.016582169,0.0,0.9999656,0.0,0.0,0.008290989,0.0,0.0,-0.0,0,0,0,0,0
10427423,0.0,0.0,0.016606634,0.0,0.99996555,0.0,0.0,0.008303222,0.0,0.0,-0.0,0,0,0,0,0
10432437,0.0,0.0,0.016638635,0.0,0.99996537,0.0,0.0,0.008319221,0.0,0.0,-0.0,0,0,0,0,0
10437429,0.0,0.0,0.016671905,0.0,0.99996525,0.0,0.0,0.008335856,0.0,0.0,-0.0,0,0,0,0,0
10442419,0.0,0.0,0.016702265,0.0,0.99996513,0.0,0.0,0.008351035,0.0,0.0,-0.0,0,0,0,0,0
10447410,0.0,0.0,0.016733358,0.0,0.999965,0.0,0.0,0.008366581,0.0,0.0,-0.0,0,0,0,0,0
10452451,0.0,0.0,0.01676387,0.0,0.9999649,0.0,0.0,0.008381837,0.0,0.0,-0.0,0,0,0,0,0
10457417,0.0,0.0,0.016804684,0.0,0.9999647,0.0,0.0,0.008402243,0.0,0.0,-0.0,0,0,0,0,0
10462419,0.0,0.0,0.016840296,0.0,0.99996454,0.0,0.0,0.008420048,0.0,0.0,-0.0,0,0,0,0,0
10467480,0.0,0.0,0.016872237,0.0,0.9999644,0.0,0.0,0.008436019,0.0,0.0,-0.0,0,0,0,0,0
10472425,0.0,0.0,0.016902726,0.0,0.9999643,0.0,0.0,0.0084512625,0.0,0.0,-0.0,0,0,0,0,0
10477435,0.0,0.0,0.016930763,0.0,0.9999642,0.0,0.0,0.00846528,0.0,0.0,-0.0,0,0,0,0,0
10482418,0.0,0.0,0.01696633,0.0,0.999964,0.0,0.0,0.008483063,0.0,0.0,-0.0,0,0,0,0,0
10487441,0.0,0.0,0.016999481,0.0,0.9999639,0.0,0.0,0.008499638,0.0,0.0,-0.0,0,0,0,0,0
10492430,0.0,0.0,0.017030843,0.0,0.99996376,0.0,0.0,0.008515318,0.0,0.0,-0.0,0,0,0,0,0
10497435,0.0,0.0,0.017055832,0.0,0.99996364,0.0,0.0,0.008527813,0.0,0.0,-0.0,0,0,0,0,0
10502488,0.0,0.0,0.01708198,0.0,0.9999635,0.0,0.0,0.008540886,0.0,0.0,-0.0,0,0,0,0,0
10507539,0.0,0.0,0.017110398,0.0,0.9999634,0.0,0.0,0.008555095,0.0,0.0,-0.0,0,0,0,0,0
10512546,0.0,0.0,0.017135195,0.0,0.9999633,0.0,0.0,0.0085674925,0.0,0.0,-0.0,0,0,0,0,0
10517487,0.0,0.0,0.017161725,0.0,0.99996316,0.0,0.0,0.008580757,0.0,0.0,-0.0,0,0,0,0,0
10522501,0.0,0.0,0.017188618,0.0,0.99996305,0.0,0.0,0.008594203,0.0,0.0,-0.0,0,0,0,0,0
10527503,0.0,0.0,0.0172134,0.0,0.999963,0.0,0.0,0.008606594,0.0,0.0,-0.0,0,0,0,0,0
