timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
258157002,1619011873600261,-339385871,188741652,126962,158269,0.16100001,0.7613585,0.75500005,1.024,0.59,0.96,98,5,0.133,0.098000005,0.089,0.022000002,4.8094306,0,nan,0.0,4,1,17
258353081,1619011873800261,-339385871,188741653,126945,158252,0.18200001,0.7613651,0.754,1.023,0.59,0.96,98,6,0.085,0.05,-0.069000006,0.020000001,4.8094306,0,nan,0.0,4,1,17
258558230,1619011874000261,-339385869,188741653,126947,158255,0.209,0.7613726,0.754,1.023,0.59,0.96,98,6,0.09,0.066,0.061000004,-0.068,4.8094306,0,nan,0.0,4,1,17
258757022,1619011874200261,-339385869,188741654,126967,158275,0.22100002,0.76138043,0.753,1.023,0.59,0.96,98,6,0.08400001,-0.017,0.083000004,-0.15200001,4.8094306,0,nan,0.0,4,1,17
258958985,1619011874400261,-339385870,188741657,126967,158274,0.15900001,0.7613862,0.753,1.023,0.63,1.06,98,6,0.079,0.002,0.079,-0.018000001,4.8094306,0,nan,0.0,4,1,16
259157162,1619011874600261,-339385870,188741658,126959,158266,0.23200001,0.7613946,0.75200003,1.0220001,0.63,1.06,98,6,0.087000005,0.08400001,-0.021000002,-0.05,4.8094306,0,nan,0.0,4,1,16
259353964,1619011874800261,-339385870,188741659,126955,158262,0.21100001,0.7614022,0.75200003,1.0220001,0.63,1.06,98,2,0.040000003,-0.011000001,0.038000003,0.025,4.8094306,0,nan,0.0,4,1,16
259553964,1619011875000261,-339385870,188741661,126941,158248,0.22100002,0.7614101,0.75200003,1.0220001,0.63,1.06,98,2,0.071,0.056,0.045,-0.072000004,4.8094306,0,nan,0.0,4,1,16
259750973,1619011875200261,-339385869,188741663,126925,158233,0.16600001,0.76141626,0.75100005,1.021,0.63,1.06,98,2,0.16900001,0.147,0.083000004,-0.007,4.8094306,0,nan,0.0,4,1,16
260554061,1619011876000260,-339385859,188741675,126933,158241,0.155,0.76144433,0.75100005,1.0200001,0.63,1.06,98,3,0.216,0.156,0.149,0.014,4.8094306,0,nan,0.0,4,1,16
260754968,1619011876200260,-339385855,188741679,126946,158253,0.17400001,0.76145554,0.75100005,1.0200001,0.63,1.06,98,3,0.31100002,0.261,0.17,-0.015000001,4.8094306,0,nan,0.0,4,1,16
260957971,1619011876400260,-339385851,188741684,126941,158249,0.17500001,0.76146513,0.75100005,1.0200001,0.63,1.06,98,3,0.266,0.21800001,0.15200001,-0.021000002,4.8094306,0,nan,0.0,4,1,16
261151990,1619011876600260,-339385847,188741688,126961,158268,0.157,0.76147336,0.75200003,1.0200001,0.63,1.06,98,3,0.22600001,0.14500001,0.17400001,-0.026,4.8094306,0,nan,0.0,4,1,16
261354004,1619011876800260,-339385844,188741692,126986,158294,0.18800001,0.76148367,0.75200003,1.019,0.63,1.06,98,2,0.272,0.24400002,0.119,-0.085,4.8094306,0,nan,0.0,4,1,16
261558076,1619011877000260,-339385837,188741695,127047,158355,0.223,0.5206015,0.75200003,1.019,0.63,1.06,98,2,0.395,0.38900003,0.071,-0.23700002,5.9366913,0,nan,0.0,4,1,16
261757143,1619011877200260,-339385831,188741697,127111,158418,0.27,0.5813346,0.75200003,1.019,0.63,1.06,98,2,0.29900002,0.29700002,-0.038000003,-0.29200003,6.034601,0,nan,0.0,4,1,16
261958967,1619011877400260,-339385827,188741695,127177,158484,0.25300002,0.57574433,0.75200003,1.0200001,0.63,1.06,98,2,0.29900002,0.194,-0.22700001,-0.45700002,5.7238116,0,nan,0.0,4,1,16
262159034,1619011877600260,-339385824,188741693,127301,158608,0.272,0.57576805,0.753,1.0220001,0.63,1.06,98,2,0.172,0.133,-0.109000005,-0.46500003,5.7238116,0,nan,0.0,4,1,16
262353034,1619011877800260,-339385823,188741689,127414,158721,0.23700002,0.5737609,0.754,1.024,0.65999997,1.17,98,2,0.36600003,-0.006,-0.36600003,-0.528,5.2082157,0,nan,0.0,4,1,15
262552967,1619011878000260,-339385826,188741684,127471,158779,0.21100001,0.7756145,0.754,1.023,0.63,1.06,98,2,0.344,-0.284,-0.19500001,-0.42200002,4.690285,0,nan,0.0,4,1,16
262758963,1619011878200260,-339385831,188741678,127620,158927,0.223,0.50847113,0.754,1.024,0.59,0.96,98,2,0.47700003,-0.33900002,-0.335,-0.674,4.1519413,0,nan,0.0,4,1,17
262960298,1619011878400260,-339385838,188741675,127812,159120,0.254,0.32697973,0.75500005,1.0220001,0.59,0.96,98,2,0.565,-0.564,0.027,-0.84300005,3.4038074,0,nan,0.0,4,1,17
263158354,1619011878600260,-339385845,188741675,127962,159269,0.23,0.6305468,0.75600004,1.021,0.59,0.96,98,2,0.34100002,-0.321,-0.11400001,-0.513,3.420781,0,nan,0.0,4,1,17
263354996,1619011878800260,-339385851,188741673,128022,159330,0.215,0.48694843,0.75500005,1.0200001,0.59,0.96,98,7,0.38900003,-0.386,-0.05,-0.441,3.3270953,0,nan,0.0,4,1,17
263554996,1619011879000260,-339385858,188741671,128116,159423,0.22600001,0.49094105,0.754,1.018,0.59,0.96,98,7,0.40600002,-0.35200003,-0.202,-0.67300004,3.493973,0,nan,0.0,4,1,17
263753966,1619011879200260,-339385863,188741666,128260,159568,0.22900002,0.6388556,0.753,1.0170001,0.59,0.96,98,7,0.32900003,-0.215,-0.24900001,-0.73600006,3.6813948,0,nan,0.0,4,1,17
263948824,1619011879400260,-339385867,188741664,128421,159729,0.23300001,0.5589352,0.753,1.016,0.61,0.96999997,98,7,0.344,-0.34300002,-0.017,-0.77000004,3.4037347,0,nan,0.0,4,1,16
264153969,1619011879600260,-339385871,188741664,128585,159892,0.24200001,0.55897516,0.75200003,1.014,0.59,0.96,98,7,0.147,-0.142,0.041,-0.80200005,3.4037347,0,nan,0.0,4,1,17
264352259,1619011879800260,-339385873,188741667,128712,160019,0.24100001,0.5590036,0.75200003,1.0120001,0.59,0.96,98,5,0.178,-0.094000004,0.15100001,-0.55200005,3.4037347,0,nan,0.0,4,1,17
264559576,1619011880000260,-339385877,188741670,128782,160089,0.21700001,0.4997284,0.75200003,1.011,0.59,0.96,98,5,0.307,-0.273,0.13900001,-0.43,2.9964411,0,nan,0.0,4,1,17
264756967,1619011880200260,-339385879,188741675,128896,160203,0.23,0.4997609,0.75100005,1.01,0.59,0.96,98,5,0.23500001,-0.012,0.23500001,-0.541,2.9964411,0,nan,0.0,4,1,17
264957007,1619011880400260,-339385879,188741679,129010,160318,0.24100001,0.49980766,0.75100005,1.008,0.59,0.96,98,5,0.115,0.068,0.093,-0.846,2.9964411,0,nan,0.0,4,1,17
265156976,1619011880600260,-339385876,188741679,129197,160505,0.25,0.49985197,0.75100005,1.0070001,0.59,0.96,98,5,0.16700001,0.15200001,-0.067,-0.79,2.9964411,0,nan,0.0,4,1,17
