timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
258375049,258373979,0.26,0.010005018,10.099076,5.0002103,2.2663789,5.2002187,0
258395035,258393952,0.26,0.010010015,10.091845,5.2004294,2.1760025,5.387355,0
258415701,258413956,0.26,0.010015021,10.116019,5.3875656,2.1104944,5.5659122,0
258435373,258433979,0.26,0.010020032,9.998317,5.566123,1.995531,5.723123,0
258455343,258453981,0.26,0.0100250365,10.116752,5.723334,1.9869666,5.8809433,0
258475265,258473992,0.26,0.010030044,9.939283,5.881154,1.8664016,6.0135045,0
258495334,258493992,0.26,0.010035049,10.035935,6.0137157,1.8609312,6.145438,0
258515294,258514002,0.26,0.010040056,10.446481,6.1456494,1.973012,6.3046713,0
258535231,258534011,0.26,0.010045063,10.074576,6.3048825,1.7886858,6.421705,0
258555162,258554025,0.26,0.0100500705,10.084618,6.421916,1.759591,6.531447,0
258575127,258574028,0.26,0.010055076,10.099847,6.5316586,1.7352561,6.6345277,0
258595122,258594037,0.26,0.010060083,9.815222,6.6347394,1.6133696,6.708564,0
258615910,258614047,0.26,0.01006509,9.609876,6.7087755,1.529501,6.762155,0
258635432,258634057,0.26,0.010070097,9.488042,6.762367,1.4791491,6.8026166,0
258655354,258654077,0.26,0.010075106,9.563608,6.8028283,1.4938656,6.843314,0
258675376,258674078,0.26,0.010080111,9.624288,6.8435264,1.5038854,6.8832264,0
258695488,258694082,0.26,0.010085117,9.66205,6.8834386,1.5069215,6.920951,0
258715283,258714092,0.26,0.010090124,9.7009115,6.921163,1.5107878,6.956632,0
258735186,258734101,0.26,0.010095131,9.345291,6.9568443,1.3948607,6.9671474,0
258755423,258754110,0.26,0.010100137,9.183941,6.96736,1.3450778,6.966021,0
258775198,258774120,0.26,0.010105144,9.203858,6.9662337,1.3511367,6.9632654,0
258795348,258794128,0.26,0.010110151,9.312656,6.963478,1.3838164,6.9634337,0
258816277,258814140,0.26,0.010115159,9.546205,6.9636464,1.4540597,6.9731836,0
258835482,258834159,0.26,0.010120168,9.782662,6.9733963,1.5248506,6.9930105,0
258855475,258854156,0.26,0.010125172,9.956176,6.9932237,1.5749441,7.0193486,0
258875512,258874196,0.26,0.010130187,10.185811,7.019562,1.6422479,7.055864,0
258895388,258894174,0.26,0.010135186,9.803949,7.056077,1.5135484,7.0654383,0
258915257,258914183,0.26,0.010140193,9.31242,7.0656514,1.3637362,7.0476336,0
258935304,258934192,0.26,0.0101451995,8.929391,7.0478473,1.2570273,7.0126357,0
260395988,260394857,0.1472017,0.0022092557,2.5519834,19.650923,0.036823936,7.604978,0
260416802,260414867,0.1464875,0.00087182136,0.08573234,19.271585,4.237692e-05,8.014363,0
260436250,260434877,0.15628707,0.00053789106,-1.9327613,12.989866,0.031952824,8.564177,0
260516071,260514912,0.1662158,0.00026100292,-0.20553505,11.201222,0.00041904807,10.247217,0
260536027,260534922,0.16928953,0.00023391616,-1.9968503,11.4340315,0.038747985,10.730435,0
260556318,260554942,0.17110115,0.00021351456,-1.3750287,11.755994,0.017869882,11.110368,0
260576290,260574940,0.173821,0.00019688893,-2.315067,12.048829,0.04942422,11.590662,0
260596659,260594984,0.17422599,0.00018324527,-0.38685238,12.453969,0.0013351813,11.81424,0
260617054,260614958,0.17661774,0.0001712786,-2.4576144,12.640007,0.05309305,12.270264,0
260636299,260635011,0.1783827,0.00016124175,-2.0108128,13.034435,0.0344674,12.644053,0
260656350,260654975,0.17966995,0.00015240145,-1.5830834,13.377908,0.020815022,12.941957,0
260676121,260674989,0.18116531,0.00014469225,-1.9878224,13.631952,0.03220732,13.270854,0
260696140,260694999,0.18191202,0.00013785932,-1.0657507,13.9291,0.009060365,13.473854,0
260716094,260715003,0.18379116,0.00013162044,-2.825152,14.113034,0.062837765,13.873249,0
260736113,260735012,0.18482392,0.00012609924,-1.6718124,14.481235,0.021445045,14.107212,0
260756142,260755022,0.1866372,0.00012104487,-3.090496,14.696859,0.07220867,14.500254,0
260776646,260775032,0.18764402,0.000116559975,-1.8438876,15.0588045,0.025086258,14.716602,0
260796365,260795040,0.18947975,0.00011239847,-3.513416,15.262133,0.08986725,15.125456,0
260817223,260815086,0.19040129,0.00010866244,-1.8846107,15.646196,0.025222724,15.310197,0
260836424,260835058,0.19214271,0.00010511194,-3.6742477,15.828076,0.094768986,15.698111,0
260856194,260855067,0.19314139,0.00010188302,-2.2349567,16.196392,0.03426711,15.885906,0
260876211,260875077,0.19481374,9.8853714e-05,-3.8848283,16.373524,0.10241393,16.261591,0
260896166,260895085,0.19620639,9.6057236e-05,-3.4038734,16.735855,0.07692303,16.550655,0
260916259,260915094,0.19773076,9.344329e-05,-3.88542,17.014523,0.09858564,16.881895,0
260936197,260935103,0.19962451,9.0960755e-05,-5.0004168,17.34357,0.16018853,17.347897,0
260956295,260955114,0.20093761,8.8675806e-05,-3.6605592,17.795887,0.08366286,17.60368,0
260976313,260975122,0.20233805,8.652332e-05,-4.0498786,18.042633,0.1010047,17.889437,0
260996455,260995131,0.20382425,8.446045e-05,-4.4245086,18.32743,0.11868232,18.203419,0
261017047,261015140,0.20552757,8.252083e-05,-5.272443,18.632387,0.1657726,18.613035,0
261036534,261035169,0.20737225,8.067483e-05,-5.916308,19.040094,0.2042631,19.09273,0
