timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
11187255,0.060037658,-0.01953187,-6.6114815e-05,0.0,0.0,-0.0
11192153,0.060054712,-0.01954609,-6.0451533e-05,0.0,0.0,-0.0
11197193,0.060074434,-0.019549886,-7.2683266e-05,0.0,0.0,-0.0
11202144,0.06007762,-0.019563591,-6.767595e-05,0.0,0.0,-0.0
11207163,0.060088556,-0.019571077,-6.1244245e-05,0.0,0.0,-0.0
11212128,0.060100727,-0.019568974,-6.812546e-05,0.0,0.0,-0.0
11217129,0.060110036,-0.019567948,-7.0965354e-05,0.0,0.0,-0.0
11222103,0.060124382,-0.019570988,-7.450497e-05,0.0,0.0,-0.0
11227115,0.06013371,-0.019574055,-6.655407e-05,0.0,0.0,-0.0
11232210,0.060123216,-0.019570472,-7.324766e-05,0.0,0.0,-0.0
11237115,0.060134623,-0.01955953,-7.765694e-05,0.0,0.0,-0.0
11242235,0.060123473,-0.019559735,-6.657932e-05,0.0,0.0,-0.0
11247179,0.060126867,-0.01955669,-7.190803e-05,0.0,0.0,-0.0
11252175,0.060116947,-0.019540677,-8.040829e-05,0.0,0.0,-0.0
11257172,0.06011621,-0.019543855,-7.5101794e-05,0.0,0.0,-0.0
11262175,0.06012056,-0.019545583,-6.9704925e-05,0.0,0.0,-0.0
11267189,0.060136188,-0.019531839,-8.0156926e-05,0.0,0.0,-0.0
11272209,0.060135223,-0.019551702,-8.266352e-05,0.0,0.0,-0.0
11277190,0.060135126,-0.019544458,-7.532833e-05,0.0,0.0,-0.0
11282158,0.060153775,-0.019539598,-7.400019e-05,0.0,0.0,-0.0
11287222,0.060163848,-0.019541126,-8.539536e-05,0.0,0.0,-0.0
11292200,0.06015328,-0.019540755,-7.979505e-05,0.0,0.0,-0.0
11297177,0.06016482,-0.019539442,-7.494656e-05,0.0,0.0,-0.0
11302161,0.060167186,-0.019547798,-8.033872e-05,0.0,0.0,-0.0
11307181,0.06017744,-0.019543812,-7.468898e-05,0.0,0.0,-0.0
11312148,0.060171094,-0.019549517,-7.851307e-05,0.0,0.0,-0.0
11317238,0.06016611,-0.019546298,-7.875461e-05,0.0,0.0,-0.0
11322135,0.060175963,-0.019545985,-7.972251e-05,0.0,0.0,-0.0
11327127,0.06016494,-0.019545496,-7.579349e-05,0.0,0.0,-0.0
11332176,0.060164347,-0.01954233,-7.4709584e-05,0.0,0.0,-0.0
11337122,0.060157612,-0.0195375,-6.558367e-05,0.0,0.0,-0.0
11342127,0.0601471,-0.019532586,-6.997965e-05,0.0,0.0,-0.0
11347128,0.060146432,-0.019531002,-8.112049e-05,0.0,0.0,-0.0
11352129,0.06013934,-0.019526346,-7.301705e-05,0.0,0.0,-0.0
11357124,0.06014898,-0.019517422,-7.7093486e-05,0.0,0.0,-0.0
11362173,0.060142417,-0.019525554,-7.721836e-05,0.0,0.0,-0.0
11367152,0.060152534,-0.019523365,-8.1749306e-05,0.0,0.0,-0.0
11372133,0.060143862,-0.019537687,-7.737849e-05,0.0,0.0,-0.0
11377244,0.060160924,-0.019544974,-8.609851e-05,0.0,0.0,-0.0
11382202,0.06016555,-0.019554973,-8.033371e-05,0.0,0.0,-0.0
11387206,0.060190473,-0.019560924,-9.345895e-05,0.0,0.0,-0.0
11392184,0.060201548,-0.01955718,-8.4581414e-05,0.0,0.0,-0.0
11397226,0.060209457,-0.019550608,-8.962318e-05,0.0,0.0,-0.0
11402188,0.060203336,-0.019558521,-8.427129e-05,0.0,0.0,-0.0
11407314,0.060190957,-0.01954613,-9.262354e-05,0.0,0.0,-0.0
11412204,0.06018713,-0.01954706,-9.0349284e-05,0.0,0.0,-0.0
11417182,0.060178503,-0.019539673,-9.9083954e-05,0.0,0.0,-0.0
11422330,0.060190365,-0.019542815,-8.9141526e-05,0.0,0.0,-0.0
11427184,0.060204275,-0.019551141,-9.195083e-05,0.0,0.0,-0.0
11432281,0.06020919,-0.019575076,-9.834266e-05,0.0,0.0,-0.0
11437152,0.06022345,-0.019572048,-9.7580116e-05,0.0,0.0,-0.0
11442162,0.0602209,-0.019582622,-9.929503e-05,0.0,0.0,-0.0
11447347,0.060231857,-0.019570766,-9.77755e-05,0.0,0.0,-0.0
11452328,0.060227603,-0.019556021,-0.000107259155,0.0,0.0,-0.0
11457277,0.06021149,-0.019558137,-9.58969e-05,0.0,0.0,-0.0
11462270,0.0602259,-0.019574462,-0.00010330026,0.0,0.0,-0.0
11467327,0.06020091,-0.01955801,-9.9969955e-05,0.0,0.0,-0.0
11472265,0.06019979,-0.01956623,-0.00010335258,0.0,0.0,-0.0
11477267,0.06022285,-0.019570054,-0.00010550044,0.0,0.0,-0.0
11482253,0.060207214,-0.019553645,-0.00010998911,0.0,0.0,-0.0
11487275,0.060223352,-0.01954914,-0.00010833951,0.0,0.0,-0.0
11492256,0.060218424,-0.019567586,-0.00010859909,0.0,0.0,-0.0
11497276,0.060211558,-0.01955718,-0.00010767153,0.0,0.0,-0.0
11502302,0.06021376,-0.019576458,-0.000108329885,0.0,0.0,-0.0
11507265,0.060214598,-0.019583445,-0.000113561895,0.0,0.0,-0.0
11512298,0.060209516,-0.019565012,-0.00011569824,0.0,0.0,-0.0
11517243,0.060224343,-0.019562157,-0.00011319141,0.0,0.0,-0.0
11522266,0.060232867,-0.019565152,-0.00010949481,0.0,0.0,-0.0
11527212,0.06023883,-0.01956666,-0.000115260416,0.0,0.0,-0.0
11532237,0.06024142,-0.019571736,-0.00011306507,0.0,0.0,-0.0
11537222,0.060245927,-0.01956497,-0.00011808409,0.0,0.0,-0.0
11542280,0.060235925,-0.019548196,-0.00011380395,0.0,0.0,-0.0
11547235,0.060232427,-0.019549714,-0.00011309328,0.0,0.0,-0.0
11552199,0.060223695,-0.019551843,-0.00011898026,0.0,0.0,-0.0
11557252,0.060226083,-0.019552512,-0.000115391806,0.0,0.0,-0.0
11562200,0.06021446,-0.019551536,-0.000120966564,0.0,0.0,-0.0
11567225,0.060225733,-0.019548656,-0.00012060606,0.0,0.0,-0.0
11572202,0.06023304,-0.019544244,-0.00011853692,0.0,0.0,-0.0
11577370,0.060229037,-0.019529821,-0.00012442493,0.0,0.0,-0.0
11582203,0.06023311,-0.019530639,-0.0001301346,0.0,0.0,-0.0
11587337,0.06022325,-0.019532435,-0.00012618328,0.0,0.0,-0.0
11592292,0.060232718,-0.019530669,-0.00012949195,0.0,0.0,-0.0
11597272,0.060225934,-0.01953047,-0.00012570362,0.0,0.0,-0.0
11602356,0.060237635,-0.019532051,-0.00012172098,0.0,0.0,-0.0
11607268,0.06022116,-0.01953673,-0.00013266939,0.0,0.0,-0.0
11612260,0.06021237,-0.01953945,-0.00012829332,0.0,0.0,-0.0
11617263,0.060192205,-0.019543108,-0.00013658387,0.0,0.0,-0.0
11622277,0.060192686,-0.01954951,-0.0001360539,0.0,0.0,-0.0
11627269,0.060189992,-0.019545259,-0.00013303522,0.0,0.0,-0.0
11632331,0.060181875,-0.019541647,-0.00012889839,0.0,0.0,-0.0
11637299,0.060186498,-0.019547718,-0.000126131,0.0,0.0,-0.0
11642260,0.060192518,-0.019555958,-0.00013327913,0.0,0.0,-0.0
11647307,0.060190063,-0.019560812,-0.00013148935,0.0,0.0,-0.0
11652273,0.06019867,-0.019565837,-0.00013438234,0.0,0.0,-0.0
11657270,0.060210247,-0.01957421,-0.00012967711,0.0,0.0,-0.0
11662273,0.060218558,-0.019574154,-0.00013747082,0.0,0.0,-0.0
11667240,0.060220458,-0.019579355,-0.0001310275,0.0,0.0,-0.0
11672224,0.060226135,-0.019583702,-0.00013093487,0.0,0.0,-0.0
11677277,0.06023583,-0.019569127,-0.00012913703,0.0,0.0,-0.0
11682249,0.0602497,-0.019568246,-0.00012959413,0.0,0.0,-0.0
11687235,0.060258757,-0.019580025,-0.00013678231,0.0,0.0,-0.0
11692267,0.06025756,-0.019574132,-0.00013239814,0.0,0.0,-0.0
11697223,0.06027937,-0.019577485,-0.00013304672,0.0,0.0,-0.0
11702207,0.060306117,-0.019581877,-0.00013251664,0.0,0.0,-0.0
11707278,0.060329583,-0.019584397,-0.00013535078,0.0,0.0,-0.0
11712183,0.060338203,-0.019582253,-0.00013144058,0.0,0.0,-0.0
11717177,0.06033699,-0.019590493,-0.00013210766,0.0,0.0,-0.0
11722228,0.060333025,-0.01957947,-0.00013305181,0.0,0.0,-0.0
11727205,0.06032186,-0.019596063,-0.00013366995,0.0,0.0,-0.0
11732263,0.060323257,-0.019602695,-0.00013429456,0.0,0.0,-0.0
11737295,0.06031759,-0.019588869,-0.00013563005,0.0,0.0,-0.0
11742250,0.060298085,-0.01957364,-0.00013588814,0.0,0.0,-0.0
11747264,0.060295288,-0.019556861,-0.00013998878,0.0,0.0,-0.0
11752244,0.060290463,-0.019568698,-0.0001354992,0.0,0.0,-0.0
11757246,0.060293492,-0.019551408,-0.00013776604,0.0,0.0,-0.0
11762235,0.060300693,-0.019567726,-0.00014907519,0.0,0.0,-0.0
11767261,0.060306642,-0.019580066,-0.00014121889,0.0,0.0,-0.0
11772275,0.06031879,-0.019570768,-0.00013574256,0.0,0.0,-0.0
11777240,0.060331214,-0.019572575,-0.00014231961,0.0,0.0,-0.0
11782281,0.060337614,-0.019564817,-0.00013875453,0.0,0.0,-0.0
11787245,0.060342588,-0.019543588,-0.00013878122,0.0,0.0,-0.0
11792244,0.06034734,-0.01954335,-0.00013520666,0.0,0.0,-0.0
11797245,0.0603493,-0.019542618,-0.00014170207,0.0,0.0,-0.0
11802243,0.060355052,-0.019538708,-0.00014878364,0.0,0.0,-0.0
11807191,0.06034926,-0.019532178,-0.00014390657,0.0,0.0,-0.0
11812253,0.06034168,-0.019544126,-0.00014110816,0.0,0.0,-0.0
11817223,0.06036173,-0.01953686,-0.00014962826,0.0,0.0,-0.0
11822182,0.060377568,-0.019548498,-0.00015418058,0.0,0.0,-0.0
11827266,0.06038165,-0.019560756,-0.00014827112,0.0,0.0,-0.0
11832203,0.060385194,-0.019557733,-0.00014845509,0.0,0.0,-0.0
11837286,0.060385752,-0.019540021,-0.00015220868,0.0,0.0,-0.0
11842201,0.060363777,-0.019528003,-0.00015059569,0.0,0.0,-0.0
11847222,0.060367323,-0.019525023,-0.00015797775,0.0,0.0,-0.0
11852195,0.060365256,-0.01952347,-0.00015796052,0.0,0.0,-0.0
11857252,0.060358334,-0.019537514,-0.00015347206,0.0,0.0,-0.0
11862238,0.060371533,-0.019529108,-0.00016027226,0.0,0.0,-0.0
11867207,0.060374096,-0.019521482,-0.00015176524,0.0,0.0,-0.0
11872378,0.06037342,-0.019529073,-0.00015876311,0.0,0.0,-0.0
11877299,0.060377885,-0.019519273,-0.00015600612,0.0,0.0,-0.0
