timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
1864905,0.24003974,-0.1017607,-0.30301842
1876110,0.23706616,-0.1017607,-0.3061634
1887728,0.24003974,-0.10466651,-0.30301842
1898871,0.24003974,-0.1017607,-0.30930838
1910014,0.24003974,-0.1017607,-0.30301842
1921261,0.24003974,-0.10466651,-0.30930838
1932420,0.23706616,-0.1017607,-0.30301842
1943628,0.24003974,-0.10466651,-0.30301842
1954915,0.23706616,-0.1017607,-0.30301842
1966121,0.24003974,-0.1017607,-0.30930838
1977371,0.23706616,-0.1017607,-0.30930838
1988652,0.23706616,-0.1017607,-0.30930838
1999873,0.23706616,-0.1017607,-0.30930838
2011112,0.23706616,-0.1017607,-0.30930838
2022371,0.23706616,-0.09885487,-0.3061634
2033677,0.24003974,-0.1017607,-0.3061634
2044864,0.24003974,-0.1017607,-0.3061634
2056116,0.24003974,-0.1017607,-0.29987347
2067401,0.24003974,-0.10466651,-0.30930838
2078659,0.24003974,-0.10466651,-0.30301842
2089889,0.24003974,-0.10466651,-0.3061634
2101139,0.24003974,-0.10466651,-0.30301842
2112423,0.24003974,-0.10466651,-0.30301842
2123679,0.24301334,-0.10466651,-0.30301842
2134877,0.24301334,-0.10466651,-0.30301842
2146131,0.23706616,-0.1017607,-0.30301842
2157403,0.24003974,-0.10466651,-0.29987347
2168634,0.23706616,-0.1017607,-0.30301842
2179885,0.24003974,-0.1017607,-0.30301842
2191165,0.24003974,-0.10466651,-0.30301842
2202406,0.24003974,-0.1017607,-0.29987347
2213637,0.24003974,-0.10466651,-0.30930838
2225250,0.24003974,-0.1017607,-0.3061634
2236395,0.24003974,-0.10466651,-0.3061634
2247577,0.23706616,-0.1017607,-0.30301842
2258717,0.24003974,-0.10466651,-0.30930838
2269942,0.24003974,-0.1017607,-0.30930838
2281217,0.24003974,-0.1017607,-0.3061634
2292422,0.24003974,-0.1017607,-0.29987347
2303689,0.24003974,-0.10466651,-0.29987347
2314954,0.23706616,-0.1017607,-0.30930838
2326187,0.24003974,-0.10466651,-0.30930838
2337432,0.24003974,-0.1017607,-0.3061634
2348663,0.23706616,-0.1017607,-0.3061634
2359946,0.24301334,-0.1017607,-0.30301842
2371226,0.23706616,-0.1017607,-0.3061634
2382417,0.24003974,-0.1017607,-0.30930838
2393691,0.24003974,-0.1017607,-0.30930838
2405505,0.24003974,-0.10466651,-0.30930838
2416687,0.24003974,-0.1017607,-0.3061634
2427869,0.24003974,-0.10466651,-0.30930838
2439010,0.23706616,-0.10466651,-0.30301842
2450149,0.24003974,-0.10466651,-0.3061634
2461298,0.23706616,-0.10466651,-0.3061634
