timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
10436412,0.0,0.0,0.00678679,0.0,0.9999942,0.0,0.0,0.0033933886,0.0,0.0,-0.0,0,0,0,0,0
10441329,0.0,0.0,0.0068183197,0.0,0.9999942,0.0,0.0,0.0034091533,0.0,0.0,-0.0,0,0,0,0,0
10446335,0.0,0.0,0.006853265,0.0,0.99999416,0.0,0.0,0.0034266259,0.0,0.0,-0.0,0,0,0,0,0
10451377,0.0,0.0,0.006879505,0.0,0.9999941,0.0,0.0,0.0034397456,0.0,0.0,-0.0,0,0,0,0,0
10456333,0.0,0.0,0.0069039213,0.0,0.99999404,0.0,0.0,0.0034519539,0.0,0.0,-0.0,0,0,0,0,0
10461345,0.0,0.0,0.0069301743,0.0,0.999994,0.0,0.0,0.0034650802,0.0,0.0,-0.0,0,0,0,0,0
10466407,0.0,0.0,0.0069584674,0.0,0.9999939,0.0,0.0,0.0034792267,0.0,0.0,-0.0,0,0,0,0,0
10471327,0.0,0.0,0.00699249,0.0,0.99999386,0.0,0.0,0.0034962378,0.0,0.0,-0.0,0,0,0,0,0
10476327,0.0,0.0,0.007024391,0.0,0.99999386,0.0,0.0,0.0035121883,0.0,0.0,-0.0,0,0,0,0,0
10481390,0.0,0.0,0.007058343,0.0,0.9999938,0.0,0.0,0.0035291642,0.0,0.0,-0.0,0,0,0,0,0
10486332,0.0,0.0,0.0070979483,0.0,0.9999937,0.0,0.0,0.0035489667,0.0,0.0,-0.0,0,0,0,0,0
10491338,0.0,0.0,0.007137834,0.0,0.9999936,0.0,0.0,0.0035689094,0.0,0.0,-0.0,0,0,0,0,0
10496337,0.0,0.0,0.00717183,0.0,0.99999356,0.0,0.0,0.0035859074,0.0,0.0,-0.0,0,0,0,0,0
