timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
4242064,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.0,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4437944,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.2,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4637990,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.5,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
4837945,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750002.8,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5037975,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.0,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5236911,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.5,99.99,99.99,103,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5436912,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750003.8,99.99,99.99,103,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5636913,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.2,99.99,99.99,103,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
5836914,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.5,99.99,99.99,103,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6035916,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750004.8,99.99,99.99,103,20,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6236945,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.0,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6436914,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.5,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6636915,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750005.8,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
6836913,0,0,0,-17000,0,1000.00006,3.1415925,4294967.5,3750006.0,99.99,99.99,103,22,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0,0,0
