timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
10435973,0.0,0.0,0.043037023,0.0,0.9997685,0.0,0.0,0.02151685,0.0,0.0,-0.0,0,0,0,0,0
10440969,0.0,0.0,0.04303469,0.0,0.9997685,0.0,0.0,0.021515686,0.0,0.0,-0.0,0,0,0,0,0
10445965,0.0,0.0,0.04303202,0.0,0.99976856,0.0,0.0,0.02151435,0.0,0.0,-0.0,0,0,0,0,0
10451002,0.0,0.0,0.043032393,0.0,0.99976856,0.0,0.0,0.021514537,0.0,0.0,-0.0,0,0,0,0,0
10455969,0.0,0.0,0.04303297,0.0,0.99976856,0.0,0.0,0.021514826,0.0,0.0,-0.0,0,0,0,0,0
10461026,0.0,0.0,0.043037213,0.0,0.9997685,0.0,0.0,0.021516945,0.0,0.0,-0.0,0,0,0,0,0
10465964,0.0,0.0,0.04303505,0.0,0.9997685,0.0,0.0,0.021515865,0.0,0.0,-0.0,0,0,0,0,0
10471016,0.0,0.0,0.043040495,0.0,0.99976844,0.0,0.0,0.021518586,0.0,0.0,-0.0,0,0,0,0,0
10475978,0.0,0.0,0.043040182,0.0,0.99976844,0.0,0.0,0.02151843,0.0,0.0,-0.0,0,0,0,0,0
10480982,0.0,0.0,0.043039255,0.0,0.99976844,0.0,0.0,0.021517966,0.0,0.0,-0.0,0,0,0,0,0
10485990,0.0,0.0,0.043040663,0.0,0.99976844,0.0,0.0,0.02151867,0.0,0.0,-0.0,0,0,0,0,0
10490978,0.0,0.0,0.04303969,0.0,0.99976844,0.0,0.0,0.021518184,0.0,0.0,-0.0,0,0,0,0,0
10496136,0.0,0.0,0.043039262,0.0,0.99976844,0.0,0.0,0.02151797,0.0,0.0,-0.0,0,0,0,0,0
10501016,0.0,0.0,0.043040372,0.0,0.99976844,0.0,0.0,0.021518525,0.0,0.0,-0.0,0,0,0,0,0
10506136,0.0,0.0,0.04303214,0.0,0.99976856,0.0,0.0,0.02151441,0.0,0.0,-0.0,0,0,0,0,0
10511124,0.0,0.0,0.04302387,0.0,0.9997686,0.0,0.0,0.021510275,0.0,0.0,-0.0,0,0,0,0,0
10516189,0.0,0.0,0.0430255,0.0,0.9997686,0.0,0.0,0.02151109,0.0,0.0,-0.0,0,0,0,0,0
10521109,0.0,0.0,0.04302254,0.0,0.9997686,0.0,0.0,0.02150961,0.0,0.0,-0.0,0,0,0,0,0
10526145,0.0,0.0,0.043016337,0.0,0.99976873,0.0,0.0,0.02150651,0.0,0.0,-0.0,0,0,0,0,0
10531121,0.0,0.0,0.043014985,0.0,0.99976873,0.0,0.0,0.021505835,0.0,0.0,-0.0,0,0,0,0,0
10536116,0.0,0.0,0.04301854,0.0,0.9997687,0.0,0.0,0.021507611,0.0,0.0,-0.0,0,0,0,0,0
10541139,0.0,0.0,0.043023966,0.0,0.9997686,0.0,0.0,0.021510324,0.0,0.0,-0.0,0,0,0,0,0
10546175,0.0,0.0,0.043024,0.0,0.9997686,0.0,0.0,0.02151034,0.0,0.0,-0.0,0,0,0,0,0
10551142,0.0,0.0,0.043024108,0.0,0.9997686,0.0,0.0,0.021510394,0.0,0.0,-0.0,0,0,0,0,0
10556124,0.0,0.0,0.04302352,0.0,0.9997686,0.0,0.0,0.0215101,0.0,0.0,-0.0,0,0,0,0,0
10561149,0.0,0.0,0.04301946,0.0,0.9997687,0.0,0.0,0.021508072,0.0,0.0,-0.0,0,0,0,0,0
10566124,0.0,0.0,0.043020815,0.0,0.9997687,0.0,0.0,0.021508748,0.0,0.0,-0.0,0,0,0,0,0
10571105,0.0,0.0,0.043016866,0.0,0.9997687,0.0,0.0,0.021506775,0.0,0.0,-0.0,0,0,0,0,0
10576115,0.0,0.0,0.043010794,0.0,0.9997688,0.0,0.0,0.021503739,0.0,0.0,-0.0,0,0,0,0,0
10581108,0.0,0.0,0.04300901,0.0,0.9997688,0.0,0.0,0.021502847,0.0,0.0,-0.0,0,0,0,0,0
10586119,0.0,0.0,0.04300339,0.0,0.99976885,0.0,0.0,0.02150004,0.0,0.0,-0.0,0,0,0,0,0
10591134,0.0,0.0,0.042994004,0.0,0.999769,0.0,0.0,0.021495346,0.0,0.0,-0.0,0,0,0,0,0
10596136,0.0,0.0,0.042986326,0.0,0.99976903,0.0,0.0,0.021491509,0.0,0.0,-0.0,0,0,0,0,0
10601084,0.0,0.0,0.04297928,0.0,0.9997691,0.0,0.0,0.021487987,0.0,0.0,-0.0,0,0,0,0,0
